FECHA,HORA,PARAM,ATM,OBL,PIN,SFE,TLA,VAL,CEN,AGU,LDO,MIR
2016-04-19,00:00,NO2,0.00825,0.00507,,,0.01058,0.00893,0.00732,0.01415,0.0117,0.00603
2016-04-19,00:00,SO2,0.00192,0.00322,,,0.00394,,0.00236,,0.00172,0.00318
2016-04-19,01:00,O3,0.02322,0.02332,,,0.01765,0.01052,0.02375,0.0207,,0.01145
2016-04-19,01:00,PM10,30.82,27.74,,37.55,22.48,28.8,30.04,24.5,26.3,37.72
2016-04-19,01:00,CO,0.569,0.545,,,0.636,0.809,0.296,0.428,0.786,0.533
2016-04-19,01:00,NO2,0.0087,0.00602,,,0.01208,0.0217,0.00772,0.01625,0.01203,0.00595
2016-04-19,01:00,SO2,0.00183,0.00272,,,0.00291,,0.00238,,0.00296,0.00395
2016-04-19,02:00,O3,0.0198,0.02193,,,0.01443,0.021,0.02167,0.01698,,0.01133
2016-04-19,02:00,PM10,26.17,25.49,,48.1,24.82,27.95,23.6,21.21,26.21,38.72
2016-04-19,02:00,CO,0.554,0.54,,,0.694,0.843,0.359,0.489,0.754,0.542
2016-04-19,02:00,NO2,0.00993,0.00527,,,0.01275,0.00812,0.00707,0.0153,0.01637,0.00653
2016-04-19,02:00,SO2,0.00153,0.00253,,,0.00278,,0.00238,,0.00395,0.00364
2016-04-19,03:00,O3,0.01817,0.0193,,,0.01332,0.02235,0.01952,0.00812,,0.00997
2016-04-19,03:00,PM10,22.41,22.19,,26.44,24.32,26.92,25.46,19.04,29.69,39.0
2016-04-19,03:00,CO,0.588,0.547,,,0.681,0.847,0.459,0.582,0.786,0.541
2016-04-19,03:00,NO2,0.01105,0.0065,,,0.01262,0.00707,0.00882,0.02132,0.01967,0.00798
2016-04-19,03:00,SO2,0.00143,0.00242,,,0.00289,,0.00239,,0.00347,0.00443
2016-04-19,04:00,O3,0.01723,0.01337,,,0.01033,0.0224,0.011,0.01253,,0.00608
2016-04-19,04:00,PM10,21.88,23.04,,25.58,19.66,26.19,24.37,23.12,23.34,39.05
2016-04-19,04:00,CO,0.562,0.65,,,0.681,0.838,0.626,0.485,0.754,0.639
2016-04-19,04:00,NO2,0.01217,0.01222,,,0.0191,0.0063,0.01608,0.01878,0.01775,0.0209
2016-04-19,04:00,SO2,0.00146,0.00293,,,0.00243,,0.00242,,0.00419,0.00521
2016-04-19,05:00,O3,0.00852,0.01005,,,0.00323,0.0204,0.00605,0.01228,,0.00307
2016-04-19,05:00,PM10,27.06,28.95,,17.98,27.22,18.95,32.99,20.73,23.05,38.92
2016-04-19,05:00,CO,0.894,0.718,,,0.826,0.886,0.962,0.545,0.797,0.794
2016-04-19,05:00,NO2,0.02572,0.01593,,,0.02917,0.00742,0.0231,0.01782,0.0172,0.02527
2016-04-19,05:00,SO2,0.00165,0.00288,,,0.00279,,0.00247,,0.00358,0.0057
2016-04-19,06:00,O3,0.00352,0.00343,,,0.00362,0.0159,0.00418,0.00253,,0.00295
2016-04-19,06:00,PM10,37.22,35.25,,25.01,31.81,23.71,37.52,27.73,27.43,38.83
2016-04-19,06:00,CO,1.44,1.265,,,1.235,1.045,1.143,1.117,1.051,1.506
2016-04-19,06:00,NO2,0.03487,0.0241,,,0.02972,0.01225,0.02333,0.02458,0.03008,0.02623
2016-04-19,06:00,SO2,0.00187,0.00295,,,0.00317,,0.0024,,0.00455,0.00647
2016-04-19,07:00,O3,0.00307,0.00148,,,0.00218,0.00448,0.00285,0.001,,0.00295
2016-04-19,07:00,PM10,51.25,47.21,,29.27,39.07,34.37,47.92,39.01,34.6,
2016-04-19,07:00,CO,2.225,2.042,,,2.096,1.963,2.441,2.234,1.381,2.14
2016-04-19,07:00,NO2,0.03545,0.02578,,,0.03307,0.02743,0.0246,0.0281,0.0307,0.02873
2016-04-19,07:00,SO2,0.00288,0.00348,,,0.0041,,0.00254,,0.00486,0.00734
2016-04-19,08:00,O3,0.0039,0.0023,,,0.00372,0.00342,0.00342,0.00152,,0.00298
2016-04-19,08:00,PM10,72.25,76.58,,12.84,68.92,39.35,66.42,86.61,42.41,
2016-04-19,08:00,CO,3.131,2.315,,,1.852,3.437,3.52,2.354,1.334,1.742
2016-04-19,08:00,NO2,0.04097,0.0269,,,0.03328,0.03312,0.03068,0.02863,0.028,0.03043
2016-04-19,08:00,SO2,0.00357,0.00445,,,0.00423,,0.00274,,0.00518,0.00698
2016-04-19,09:00,O3,0.00715,0.00668,,,0.00925,0.0069,0.00702,0.00415,,0.00288
2016-04-19,09:00,PM10,83.05,88.14,,19.98,72.42,61.45,90.56,114.15,49.92,
2016-04-19,09:00,CO,2.156,1.589,,,1.315,3.443,2.706,2.356,1.192,1.484
2016-04-19,09:00,NO2,0.0526,0.02827,,,0.03007,0.04295,0.03137,0.03673,0.02475,0.03335
2016-04-19,09:00,SO2,0.0042,0.00455,,,0.00352,,0.00282,,0.00475,0.00695
2016-04-19,10:00,O3,0.02352,0.02198,,,0.02005,0.01897,0.02247,0.01745,,0.00608
2016-04-19,10:00,PM10,83.15,102.88,,9.07,77.07,70.19,88.73,99.77,69.34,
2016-04-19,10:00,CO,1.481,1.13,,,1.149,2.051,1.724,1.067,1.114,1.134
2016-04-19,10:00,NO2,0.04497,0.02393,,,0.02805,0.0385,0.02778,0.02907,0.02243,0.02655
2016-04-19,10:00,SO2,0.00316,0.00555,,,0.00415,,0.0026,,0.0049,0.006
2016-04-19,11:00,O3,0.04772,0.04018,,,0.03488,0.04097,0.04451,0.03222,,0.01552
2016-04-19,11:00,PM10,76.34,163.39,,18.17,63.8,64.07,78.25,71.11,53.83,
2016-04-19,11:00,CO,1.2,1.023,,,0.758,1.399,1.144,0.965,0.775,0.705
2016-04-19,11:00,NO2,0.03352,0.01758,,,0.01352,0.0229,0.01931,0.03113,0.00835,0.01575
2016-04-19,11:00,SO2,0.0029,0.00388,,,0.00454,,0.00251,,0.00439,0.00606
2016-04-19,12:00,O3,0.05655,0.05157,,,0.04113,0.05687,0.05117,0.04633,,0.02263
2016-04-19,12:00,PM10,65.5,287.09,,24.5,43.42,54.76,58.3,58.33,49.89,
2016-04-19,12:00,CO,0.851,0.812,,,0.698,1.002,0.89,0.72,0.668,0.596
2016-04-19,12:00,NO2,0.02522,0.01215,,,0.0109,0.01283,0.01175,0.0276,0.00625,0.01387
2016-04-19,12:00,SO2,0.00276,0.00337,,,0.00352,,0.00246,,0.00462,0.00598
2016-04-19,13:00,O3,0.0601,0.06167,,,0.04648,0.06365,0.05675,0.05047,,0.02803
2016-04-19,13:00,PM10,46.95,84.3,,29.43,40.59,45.16,45.52,55.16,45.28,
2016-04-19,13:00,CO,0.705,0.803,,,0.7,0.829,0.873,0.661,0.759,0.532
2016-04-19,13:00,NO2,0.01718,0.01398,,,0.00938,0.00825,0.01035,0.02433,0.00948,0.01043
2016-04-19,13:00,SO2,0.00203,0.00325,,,0.00292,,0.00247,,0.00403,0.00531
2016-04-19,14:00,O3,0.06065,0.0607,,,0.04625,0.05845,0.05518,0.04652,,0.03905
2016-04-19,14:00,PM10,42.51,47.19,,30.45,40.19,44.41,45.31,55.88,35.92,
2016-04-19,14:00,CO,0.738,0.855,,,0.732,0.682,0.976,0.556,0.743,0.464
2016-04-19,14:00,NO2,0.01627,0.01545,,,0.01068,0.00577,0.0094,0.02382,0.01223,0.00637
2016-04-19,14:00,SO2,0.00203,0.0033,,,0.00302,,0.00247,,0.00443,0.0046
2016-04-19,15:00,O3,0.05425,0.05598,,,0.04553,0.0528,0.05197,0.04473,,0.04328
2016-04-19,15:00,PM10,43.85,42.52,,32.17,40.8,30.97,41.43,40.07,40.5,
2016-04-19,15:00,CO,0.641,0.979,,,0.705,0.664,0.832,0.463,0.718,0.433
2016-04-19,15:00,NO2,0.01493,0.01339,,,0.0095,0.00487,0.01003,0.01947,0.01033,0.00728
2016-04-19,15:00,SO2,0.00177,0.003,,,0.00273,,0.00242,,0.00456,0.00405
2016-04-19,16:00,O3,0.04917,0.05093,,,0.04063,0.05052,0.04682,0.0412,,0.04077
2016-04-19,16:00,PM10,33.32,40.01,,21.14,34.84,29.85,50.41,23.29,41.83,
2016-04-19,16:00,CO,0.791,1.055,,,0.638,0.743,0.879,0.568,0.684,0.457
2016-04-19,16:00,NO2,0.01325,0.01048,,,0.0084,0.00717,0.01203,0.023,0.01022,0.0077
2016-04-19,16:00,SO2,0.00194,0.00322,,,0.00277,,0.00242,,0.00397,0.00428
2016-04-19,17:00,O3,0.04698,0.04793,,,0.03752,0.04882,0.0443,0.04317,,0.04203
2016-04-19,17:00,PM10,34.56,46.08,,37.68,30.38,32.2,40.7,24.14,41.41,
2016-04-19,17:00,CO,0.677,1.037,,,0.718,0.712,0.897,0.422,0.671,0.443
2016-04-19,17:00,NO2,0.01508,0.01068,,,0.0118,0.00603,0.01252,0.01997,0.01018,0.007
2016-04-19,17:00,SO2,0.00165,0.003,,,0.00273,,0.00243,,0.00391,0.00467
2016-04-19,18:00,O3,0.04173,0.04295,,,0.03435,0.04647,0.03977,0.04347,,0.0382
2016-04-19,18:00,PM10,36.03,44.5,,30.29,36.6,34.73,38.77,25.46,39.26,
2016-04-19,18:00,CO,0.699,1.055,,,0.908,0.735,0.932,0.429,0.767,0.459
2016-04-19,18:00,NO2,0.01567,0.01233,,,0.01635,0.00925,0.01382,0.01815,0.01513,0.00898
2016-04-19,18:00,SO2,0.00177,0.00403,,,0.00291,,0.00243,,0.00368,0.00426
2016-04-19,19:00,O3,0.0354,0.03402,,,0.02663,0.03973,0.03128,0.03602,,0.03285
2016-04-19,19:00,PM10,63.8,55.49,,37.33,37.12,37.61,42.81,29.98,46.38,
2016-04-19,19:00,CO,0.584,0.959,,,0.857,0.745,0.862,0.445,0.889,0.509
2016-04-19,19:00,NO2,0.0153,0.01242,,,0.02048,0.00828,0.01613,0.01905,0.02583,0.0114
2016-04-19,19:00,SO2,0.0018,0.00293,,,0.00306,,0.0024,,0.00404,0.00422
2016-04-19,20:00,O3,0.02777,0.02837,,,0.0226,0.03653,0.0284,0.0306,,0.02453
2016-04-19,20:00,PM10,72.19,74.4,,83.87,46.51,,63.67,34.69,63.52,
2016-04-19,20:00,CO,0.827,0.942,,,0.793,0.732,0.619,0.428,0.844,0.54
2016-04-19,20:00,NO2,0.02198,0.01248,,,0.01482,0.00597,0.0112,0.01745,0.01935,0.01343
2016-04-19,20:00,SO2,0.00172,0.003,,,0.0024,,0.00243,,0.00404,0.00397
2016-04-19,21:00,O3,0.02252,0.03007,,,0.0187,0.02897,0.02672,0.02683,,0.02315
2016-04-19,21:00,PM10,52.26,44.71,,111.44,27.55,,37.09,27.14,45.25,
2016-04-19,21:00,CO,0.807,0.942,,,0.868,0.767,0.527,0.457,1.073,0.545
2016-04-19,21:00,NO2,0.02478,0.00885,,,0.01823,0.01102,0.0106,0.01703,0.02965,0.01148
2016-04-19,21:00,SO2,0.00223,0.00295,,,0.00267,,0.00245,,0.00389,0.0036
2016-04-19,22:00,O3,0.02648,0.02367,,,0.01473,0.02982,0.02508,0.02623,,0.02173
2016-04-19,22:00,PM10,41.97,29.71,,96.64,17.77,11.16,32.17,22.15,32.33,
2016-04-19,22:00,CO,0.628,0.999,,,0.838,0.76,0.523,0.452,1.037,0.549
2016-04-19,22:00,NO2,0.01398,0.0125,,,0.02097,0.00675,0.00993,0.0144,0.02798,0.01093
2016-04-19,22:00,SO2,0.00217,0.00288,,,0.00357,,0.00243,,0.00404,0.00414
2016-04-19,23:00,O3,0.02675,0.02562,,,0.01697,0.02668,0.02612,0.02305,,0.01973
2016-04-19,23:00,PM10,30.18,28.55,,58.6,13.89,22.53,26.08,19.94,25.19,
2016-04-19,23:00,CO,0.562,0.902,,,0.738,0.777,0.486,0.454,0.942,0.571
2016-04-19,23:00,NO2,0.01085,0.00777,,,0.01545,0.00912,0.00782,0.017,0.02167,0.01263
2016-04-19,23:00,SO2,0.00174,0.00278,,,0.00315,,0.00242,,0.00381,0.00454
2016-04-20,00:00,O3,0.02135,0.02362,,,0.01612,0.01458,0.02355,0.02325,,0.01827
2016-04-20,00:00,PM10,20.42,22.59,,71.28,17.34,17.02,20.78,10.45,21.44,
2016-04-20,00:00,CO,0.637,0.884,,,0.758,0.814,0.391,0.392,0.876,0.593
2016-04-20,00:00,NO2,0.0163,0.00822,,,0.01597,0.02123,0.00875,0.0153,0.01608,0.01073
2016-04-20,00:00,SO2,0.00142,0.00245,,,0.00324,,0.00232,,0.0039,0.00506
2016-04-20,01:00,O3,0.02213,0.0211,,,0.0154,0.02603,0.01838,0.02267,,0.01898
2016-04-20,01:00,PM10,21.48,17.37,,41.48,24.54,18.26,24.4,19.97,22.31,
2016-04-20,01:00,CO,0.569,0.473,,,0.591,0.801,0.385,0.402,0.743,0.542
2016-04-20,01:00,NO2,0.0122,0.00893,,,0.01787,0.00575,0.01283,0.0184,0.01538,0.00947
2016-04-20,01:00,SO2,0.00192,0.003,,,0.00296,,0.00238,,0.00345,0.00491
2016-04-20,02:00,O3,0.02423,0.02237,,,0.01598,0.02583,0.02457,0.0267,,0.01768
2016-04-20,02:00,PM10,22.83,25.9,,33.74,28.39,22.01,24.01,20.68,21.74,
2016-04-20,02:00,CO,0.516,0.374,,,0.581,0.794,0.427,0.366,0.72,0.547
2016-04-20,02:00,NO2,0.0082,0.00693,,,0.01568,0.00658,0.0078,0.0137,0.01497,0.0103
2016-04-20,02:00,SO2,0.00198,0.00363,,,0.00295,,0.00234,,0.00256,0.00525
2016-04-20,03:00,O3,0.02385,0.02422,,,0.01878,0.02428,0.02497,0.0262,,0.01582
2016-04-20,03:00,PM10,22.66,21.08,,27.63,24.92,21.05,24.35,17.98,21.61,
2016-04-20,03:00,CO,0.508,0.239,,,0.604,0.771,0.371,0.34,0.78,0.576
2016-04-20,03:00,NO2,0.00775,0.00472,,,0.01183,0.00808,0.00552,0.013,0.02617,0.01305
2016-04-20,03:00,SO2,0.00138,0.003,,,0.00275,,0.0023,,0.00235,0.00527
2016-04-20,04:00,O3,0.02163,0.0204,,,0.01518,0.02468,0.02112,0.02442,,0.0172
2016-04-20,04:00,PM10,22.29,21.54,,26.57,21.4,19.27,23.26,13.87,28.3,
2016-04-20,04:00,CO,0.543,0.179,,,0.606,0.755,0.513,0.356,0.812,0.586
2016-04-20,04:00,NO2,0.00927,0.00662,,,0.01477,0.0067,0.0089,0.01348,0.02618,0.01003
2016-04-20,04:00,SO2,0.00144,0.00307,,,0.00229,,0.00231,,0.00258,0.00509
2016-04-20,05:00,O3,0.01752,0.01672,,,0.01427,0.02313,0.01775,0.02007,,0.01232
2016-04-20,05:00,PM10,23.32,21.02,,25.61,21.48,14.63,18.27,16.85,22.58,
2016-04-20,05:00,CO,0.6,0.186,,,0.726,0.801,0.554,0.445,0.826,0.769
2016-04-20,05:00,NO2,0.01565,0.0114,,,0.01735,0.0073,0.01083,0.01663,0.02473,0.02042
2016-04-20,05:00,SO2,0.00163,0.00315,,,0.00135,,0.00231,,0.0021,0.0051
2016-04-20,06:00,O3,0.00955,0.01168,,,0.0064,0.0159,0.0122,0.01002,,0.00478
2016-04-20,06:00,PM10,27.86,24.93,,62.68,20.56,19.64,26.04,16.6,32.7,
2016-04-20,06:00,CO,0.884,0.393,,,0.862,0.912,0.645,0.562,1.381,1.097
2016-04-20,06:00,NO2,0.02885,0.01643,,,0.02515,0.01333,0.01638,0.02325,0.02823,0.02892
2016-04-20,06:00,SO2,0.00199,0.00365,,,0.00093,,0.00235,,0.0025,0.00578
2016-04-20,07:00,O3,0.00362,0.00358,,,0.004,0.00735,0.00665,0.0025,,0.0034
2016-04-20,07:00,PM10,37.0,31.99,,62.35,22.7,25.46,29.54,28.39,41.59,
2016-04-20,07:00,CO,1.696,0.771,,,1.416,1.23,0.923,0.891,1.555,1.485
2016-04-20,07:00,NO2,0.03715,0.02462,,,0.02992,0.02495,0.02167,0.02747,0.03232,0.02913
2016-04-20,07:00,SO2,0.00253,0.00363,,,0.0014,,0.00233,,0.00271,0.00617
2016-04-20,08:00,O3,0.00548,0.00715,,,0.00548,0.01502,0.00668,0.00637,,0.00518
2016-04-20,08:00,PM10,56.08,42.9,,101.6,34.07,31.7,38.34,51.02,37.66,
2016-04-20,08:00,CO,1.648,0.726,,,1.707,1.225,1.334,1.065,1.759,1.693
2016-04-20,08:00,NO2,0.03888,0.0239,,,0.03272,0.018,0.02355,0.0256,0.03203,0.02828
2016-04-20,08:00,SO2,0.0026,0.00378,,,0.00231,,0.00236,,0.00306,0.00639
2016-04-20,09:00,O3,0.01878,0.01093,,,0.01485,0.02405,0.01472,0.01685,,0.01763
2016-04-20,09:00,PM10,50.4,48.69,,164.92,39.87,32.82,43.81,43.46,77.47,
2016-04-20,09:00,CO,1.049,0.846,,,1.237,0.99,1.349,0.938,1.784,0.862
2016-04-20,09:00,NO2,0.02742,0.02232,,,0.02762,0.01558,0.02323,0.0261,0.03777,0.0169
2016-04-20,09:00,SO2,0.00201,0.004,,,0.00252,,0.00239,,0.00339,0.00553
2016-04-20,10:00,O3,0.02592,0.01792,,,0.0226,0.03388,0.03132,0.0231,0.01825,0.0258
2016-04-20,10:00,PM10,55.1,51.44,,57.23,50.98,32.83,43.11,51.55,83.2,
2016-04-20,10:00,CO,1.058,0.945,,,0.871,1.001,1.062,0.845,1.273,0.689
2016-04-20,10:00,NO2,0.03047,0.025,,,0.01742,0.01537,0.01552,0.02687,0.03182,0.009
2016-04-20,10:00,SO2,0.00225,0.004,,,0.00216,,0.00241,,0.0032,0.00525
2016-04-20,11:00,O3,0.04267,0.03968,,,0.032,0.04537,0.04205,0.03172,0.03522,0.03227
2016-04-20,11:00,PM10,45.22,61.06,,71.21,40.49,32.83,44.4,38.84,58.68,
2016-04-20,11:00,CO,0.91,0.681,,,0.738,0.725,0.818,0.692,0.783,0.571
2016-04-20,11:00,NO2,0.0244,0.0203,,,0.00812,0.00967,0.0113,0.02377,0.01028,0.0064
2016-04-20,11:00,SO2,0.00197,0.0041,,,0.00123,,0.00234,,0.00278,0.00511
2016-04-20,12:00,O3,0.05415,0.04523,,,0.03355,0.0517,0.04513,0.03212,0.0419,0.03475
2016-04-20,12:00,PM10,40.07,48.69,,30.47,36.07,32.83,36.32,33.2,39.33,
2016-04-20,12:00,CO,0.763,0.559,,,0.688,0.559,0.737,0.666,0.722,0.524
2016-04-20,12:00,NO2,0.01643,0.01437,,,0.00875,0.00723,0.00815,0.0237,0.00835,0.00605
2016-04-20,12:00,SO2,0.00157,0.00398,,,0.00055,,0.00228,,0.00274,0.00453
2016-04-20,13:00,O3,0.05325,0.04548,,,0.03688,0.0474,0.04667,0.0372,0.04358,0.03642
2016-04-20,13:00,PM10,39.51,36.6,,38.38,29.56,32.82,36.06,35.72,35.13,
2016-04-20,13:00,CO,0.761,0.427,,,0.719,0.42,0.676,0.558,0.732,0.528
2016-04-20,13:00,NO2,0.01433,0.01053,,,0.00888,0.00407,0.00698,0.02028,0.00822,0.00618
2016-04-20,13:00,SO2,0.00143,0.0037,,,0.00051,,0.0023,,0.00257,0.00392
2016-04-20,14:00,O3,0.04755,0.04833,,,0.03697,0.04558,0.04563,0.03735,0.0443,0.03565
2016-04-20,14:00,PM10,29.81,29.71,,45.83,31.32,32.84,35.04,31.93,36.67,
2016-04-20,14:00,CO,0.723,0.247,,,0.687,0.445,0.687,0.493,0.749,0.5
2016-04-20,14:00,NO2,0.0112,0.00595,,,0.01083,0.00442,0.00735,0.01838,0.0094,0.00627
2016-04-20,14:00,SO2,0.00122,0.00392,,,0.00047,,0.00231,,0.0024,0.00401
2016-04-20,15:00,O3,0.0441,0.04545,,,0.03438,0.04598,0.0421,0.03533,0.04075,0.03628
2016-04-20,15:00,PM10,31.42,29.27,,18.08,28.51,32.83,32.7,18.86,33.98,
2016-04-20,15:00,CO,0.656,0.262,,,0.645,0.395,0.725,0.61,0.71,0.49
2016-04-20,15:00,NO2,0.01017,0.00765,,,0.00823,0.00335,0.0095,0.02208,0.00808,0.00517
2016-04-20,15:00,SO2,0.00129,0.00348,,,0.00052,,0.00231,,0.00231,0.00441
2016-04-20,16:00,O3,0.03323,0.03442,,,0.03127,0.03828,0.03662,0.03523,0.03758,0.03155
2016-04-20,16:00,PM10,52.26,42.98,,17.49,38.67,32.83,43.13,37.12,42.63,
2016-04-20,16:00,CO,0.844,0.444,,,0.682,0.52,0.753,0.491,0.701,0.551
2016-04-20,16:00,NO2,0.01965,0.01422,,,0.0116,0.01012,0.01227,0.02005,0.00792,0.01097
2016-04-20,16:00,SO2,0.00126,0.00303,,,0.0005,,0.00235,,0.00191,0.00482
2016-04-20,17:00,O3,0.03472,0.02983,,,0.02392,0.04168,0.03282,0.0336,0.0202,0.02788
2016-04-20,17:00,PM10,56.32,43.71,,14.44,40.61,32.83,55.43,41.72,59.5,
2016-04-20,17:00,CO,0.758,0.548,,,0.887,0.562,0.826,0.557,1.211,0.682
2016-04-20,17:00,NO2,0.01848,0.01663,,,0.01977,0.00788,0.01413,0.01908,0.02795,0.01505
2016-04-20,17:00,SO2,0.0014,0.00303,,,0.00033,,0.00229,,0.00245,0.00475
2016-04-20,18:00,O3,0.03907,0.03262,,,0.027,0.04325,0.03782,0.03642,0.02347,0.02945
2016-04-20,18:00,PM10,43.21,35.37,,10.47,35.0,32.83,40.25,22.44,58.47,
2016-04-20,18:00,CO,0.57,0.393,,,0.814,0.52,0.678,0.431,1.126,0.606
2016-04-20,18:00,NO2,0.01537,0.01397,,,0.01673,0.0058,0.01145,0.01767,0.02733,0.01212
2016-04-20,18:00,SO2,0.00119,0.00305,,,0.00014,,0.00234,,0.00207,0.00427
2016-04-20,19:00,O3,0.0342,0.02797,,,0.02467,0.03947,0.03195,0.03267,0.02032,0.02217
2016-04-20,19:00,PM10,45.03,37.82,,25.4,44.92,32.83,55.9,21.03,50.09,
2016-04-20,19:00,CO,0.633,0.459,,,0.838,0.543,0.728,0.466,1.16,0.725
2016-04-20,19:00,NO2,0.0174,0.01947,,,0.01973,0.0069,0.01488,0.01875,0.02848,0.02172
2016-04-20,19:00,SO2,0.00143,0.00303,,,0.00041,,0.0023,,0.00213,0.0066
2016-04-20,20:00,O3,0.02587,0.01018,,,0.02032,0.03117,0.0245,0.02422,0.01313,0.01952
2016-04-20,20:00,PM10,34.79,46.44,,64.62,28.19,32.82,46.18,21.64,38.84,
2016-04-20,20:00,CO,0.93,1.065,,,0.922,0.614,0.846,0.57,1.316,0.751
2016-04-20,20:00,NO2,0.02663,0.0338,,,0.02087,0.0133,0.0176,0.02205,0.03645,0.0211
2016-04-20,20:00,SO2,0.00137,0.00365,,,0.00096,,0.00227,,0.00218,0.00544
2016-04-20,21:00,O3,0.01465,0.00275,,,0.0127,0.022,0.0215,0.02657,0.01043,0.00715
2016-04-20,21:00,PM10,37.74,54.69,,79.68,26.65,32.82,43.21,20.31,38.6,
2016-04-20,21:00,CO,1.07,1.74,,,0.988,0.751,0.9251,0.497,1.107,1.021
2016-04-20,21:00,NO2,0.03628,0.03967,,,0.03212,0.02173,0.01856,0.02013,0.03405,0.03768
2016-04-20,21:00,SO2,0.00147,0.00403,,,0.0015,,0.00234,,0.0032,0.0061
2016-04-20,22:00,O3,0.02155,0.00312,,,0.00505,0.02075,0.01417,0.02342,0.0083,0.0109
2016-04-20,22:00,PM10,26.17,56.92,,25.87,29.54,32.83,36.9,16.95,35.07,
2016-04-20,22:00,CO,0.736,1.458,,,1.16,0.564,0.971,0.473,1.118,0.986
2016-04-20,22:00,NO2,0.02743,0.03808,,,0.04215,0.02287,0.02651,0.01928,0.03662,0.02817
2016-04-20,22:00,SO2,0.00133,0.00482,,,0.00161,,0.00235,,0.00365,0.00596
2016-04-20,23:00,O3,0.00698,0.00527,,,0.01092,0.02158,0.0102,0.02118,0.00373,0.01462
2016-04-20,23:00,PM10,32.39,51.98,,48.34,33.87,32.82,31.21,13.77,36.35,
2016-04-20,23:00,CO,1.046,0.909,,,0.898,0.589,0.986,0.473,1.186,0.768
2016-04-20,23:00,NO2,0.04375,0.03358,,,0.0271,0.0163,0.02758,0.01958,0.0397,0.02195
2016-04-20,23:00,SO2,0.0017,0.00443,,,0.00174,,0.00234,,0.00377,0.00568
2016-04-21,00:00,O3,0.01107,0.01553,,,0.01382,0.02168,0.0077,0.02373,0.00327,0.00327
2016-04-21,00:00,PM10,28.69,27.45,,50.3,25.92,32.82,29.48,18.56,28.82,
2016-04-21,00:00,CO,0.883,0.43,,,0.812,0.637,0.895,0.437,1.046,1.171
2016-04-21,00:00,NO2,0.0344,0.01965,,,0.022,0.01607,0.02855,0.0182,0.0396,0.0354
2016-04-21,00:00,SO2,0.00173,0.00313,,,0.00172,,0.0025,,0.00362,0.00543
2016-04-21,01:00,O3,0.01062,0.01067,,,0.00948,0.01818,0.01117,0.02032,0.00472,0.00802
2016-04-21,01:00,PM10,25.81,16.6,,29.78,24.38,32.83,25.94,12.66,29.2,
2016-04-21,01:00,CO,0.696,0.776,,,0.835,0.649,0.502,0.456,1.008,0.779
2016-04-21,01:00,NO2,0.0319,0.02247,,,0.0259,0.0179,0.024,0.02402,0.035,0.02567
2016-04-21,01:00,SO2,0.00177,0.01392,,,0.00257,,0.00254,,0.00443,0.00454
2016-04-21,02:00,O3,0.01082,0.00448,,,0.0026,0.01907,0.0129,0.01618,0.01043,0.02588
2016-04-21,02:00,PM10,23.51,26.9,,27.62,36.56,32.82,28.63,15.94,33.0,
2016-04-21,02:00,CO,0.625,0.952,,,0.853,0.603,0.408,0.477,0.775,0.417
2016-04-21,02:00,NO2,0.02878,0.02775,,,0.03695,0.01733,0.0227,0.02262,0.02605,0.0049
2016-04-21,02:00,SO2,0.00168,0.00723,,,0.00442,,0.00257,,0.00408,0.00361
2016-04-21,03:00,O3,0.0042,0.00375,,,0.00947,0.02373,0.00875,0.03045,0.01277,0.02552
2016-04-21,03:00,PM10,32.21,37.93,,17.12,26.58,32.83,25.99,11.04,22.62,
2016-04-21,03:00,CO,0.802,0.802,,,0.647,0.449,0.358,0.275,0.698,0.42
2016-04-21,03:00,NO2,0.03537,0.02773,,,0.02615,0.01173,0.02285,0.01493,0.02247,0.00552
2016-04-21,03:00,SO2,0.00179,0.00428,,,0.00359,,0.00263,,0.00427,0.00344
2016-04-21,04:00,O3,0.003,0.00257,,,0.00842,0.01467,0.00463,0.0288,0.00693,0.0201
2016-04-21,04:00,PM10,44.14,32.27,,27.02,19.75,32.82,36.39,5.16,19.46,
2016-04-21,04:00,CO,0.916,0.787,,,0.806,0.6,0.593,0.286,0.746,0.488
2016-04-21,04:00,NO2,0.03628,0.02878,,,0.02673,0.01735,0.02722,0.01422,0.02958,0.01177
2016-04-21,04:00,SO2,0.00225,0.00518,,,0.00316,,0.00261,,0.00436,0.00309
2016-04-21,05:00,O3,0.00317,0.00153,,,0.0032,0.00698,0.00363,0.01145,0.00273,0.00327
2016-04-21,05:00,PM10,42.72,42.23,,33.53,28.07,32.83,41.57,8.93,19.23,
2016-04-21,05:00,CO,1.194,0.918,,,0.937,0.848,0.959,0.498,1.188,1.036
2016-04-21,05:00,NO2,0.03222,0.0285,,,0.03508,0.02577,0.02697,0.0263,0.0359,0.03057
2016-04-21,05:00,SO2,0.0023,0.00567,,,0.00338,,0.00267,,0.00497,0.00436
2016-04-21,06:00,O3,0.00358,0.00115,,,0.0032,0.00272,0.00437,0.00147,0.00188,0.00357
2016-04-21,06:00,PM10,48.07,43.87,,39.56,30.46,32.83,50.0,15.67,24.2,
2016-04-21,06:00,CO,1.694,1.387,,,1.671,1.296,1.627,0.821,1.668,1.828
2016-04-21,06:00,NO2,0.03242,0.02902,,,0.0327,0.02818,0.02623,0.03183,0.0375,0.03188
2016-04-21,06:00,SO2,0.00298,0.00663,,,0.00384,,0.00274,,0.00722,0.0061
