FECHA,HORA,PARAM,ATM,AGU,CEN,PIN,LDO,MIR,OBL,SFE,TLA,VAL
2015-06-17,02:00,NO2,0.01615,0.01188,0.01115,0.0095,0.00968,0.01378,,0.01255,0.00895,0.0
2015-06-17,02:00,SO2,0.001,0.00095,0.003,0.00012,0.0047,0.001,0.00028,0.00173,0.002,0.0
2015-06-17,03:00,O3,0.0035,0.001,0.0052,0.00258,0.00573,0.00217,0.00577,0.00257,0.0059,0.00288
2015-06-17,03:00,PM10,16.01,15.84,12.76,45.0,9.43,33.65,8.88,50.269,14.44,21.68
2015-06-17,03:00,CO,0.505,0.469,0.344,0.302,0.363,0.535,0.262,0.31,0.27,0.19
2015-06-17,03:00,NO2,0.01597,0.01397,0.01143,0.00983,0.01128,0.01283,,0.01243,0.01182,0.0
2015-06-17,03:00,SO2,0.0018,0.001,0.003,0.00077,0.00448,0.001,0.0,0.00122,0.00238,0.0
2015-06-17,04:00,O3,0.00467,0.00108,0.00472,0.00368,0.00905,0.00262,0.00498,0.00247,0.00925,0.00267
2015-06-17,04:00,PM10,9.77,8.49,11.01,29.3,7.19,42.05,4.99,51.954,12.86,31.07
2015-06-17,04:00,CO,0.406,0.416,0.358,0.243,0.373,0.527,0.278,0.32,0.245,0.174
2015-06-17,04:00,NO2,0.01468,0.01245,0.0127,0.00938,0.00798,0.01288,,0.013,0.00787,0.0
2015-06-17,04:00,SO2,0.00125,0.001,0.003,0.001,0.00475,0.001,3e-05,0.0011,0.00225,0.0
2015-06-17,05:00,O3,0.002,0.001,0.00457,0.00335,0.00335,0.00095,0.0036,0.00235,0.00645,0.00238
2015-06-17,05:00,PM10,24.33,14.84,11.28,29.7,9.85,29.87,11.97,75.094,,33.4
2015-06-17,05:00,CO,0.577,0.418,0.376,0.416,0.473,0.688,0.337,0.704,0.296,0.198
2015-06-17,05:00,NO2,0.01697,0.0119,0.0128,0.01042,0.01548,0.01515,,0.01438,0.0128,0.0
2015-06-17,05:00,SO2,0.00217,0.001,0.003,0.00077,0.0062,0.001,0.00027,0.00258,0.00218,0.0
2015-06-17,06:00,O3,0.002,0.001,0.00167,0.002,0.00267,0.00102,0.00212,0.00202,0.00387,0.00262
2015-06-17,06:00,PM10,31.36,16.04,19.61,49.1,32.67,38.61,19.58,140.96,30.32,26.69
2015-06-17,06:00,CO,1.22,0.661,0.845,0.646,0.544,1.069,0.587,1.232,0.646,0.24
2015-06-17,06:00,NO2,0.01817,0.01348,0.0164,0.01212,0.01527,0.01555,,0.01328,0.01647,0.0
2015-06-17,06:00,SO2,0.002,0.001,0.003,0.001,0.0059,0.001,0.00045,0.00407,0.00292,0.0
2015-06-17,07:00,O3,0.00208,0.001,0.0016,0.002,0.00208,0.0009,0.00187,0.00187,0.00387,0.00268
2015-06-17,07:00,PM10,37.75,25.22,23.83,35.3,27.32,54.52,20.11,157.09,40.67,29.49
2015-06-17,07:00,CO,1.316,1.161,1.305,0.633,0.716,1.289,1.087,1.697,1.138,0.49
2015-06-17,07:00,NO2,0.01823,0.01362,0.01598,0.01055,0.01547,0.01605,,0.01223,0.01498,0.0
2015-06-17,07:00,SO2,0.00215,0.0012,0.003,0.001,0.00575,0.001,0.001,0.00535,0.003,0.0
2015-06-17,08:00,O3,0.0039,0.00135,0.00377,0.00435,0.00268,0.00242,0.00315,0.00282,0.00513,0.00385
2015-06-17,08:00,PM10,34.46,41.29,38.27,41.4,29.45,62.29,23.3,191.29,53.83,37.87
2015-06-17,08:00,CO,1.2,1.595,1.135,0.579,1.221,1.122,0.983,1.668,1.434,0.791
2015-06-17,08:00,NO2,0.018,0.01633,0.0147,0.00923,0.01703,0.0139,,0.01518,0.01473,0.0
2015-06-17,08:00,SO2,0.00202,0.00298,0.003,0.001,0.00698,0.001,0.001,0.00472,0.00298,0.0
2015-06-17,09:00,O3,0.01025,0.00365,0.00963,0.01053,0.00798,0.00765,0.00663,0.00908,0.01142,0.00672
2015-06-17,09:00,PM10,27.25,36.45,29.42,27.6,33.6,48.33,28.09,142.96,40.84,29.26
2015-06-17,09:00,CO,0.816,1.345,0.867,0.484,0.775,0.713,0.735,0.47,0.576,0.569
2015-06-17,09:00,NO2,0.01898,0.01653,0.0106,0.0072,0.0132,0.01027,,0.0113,0.00822,0.0
2015-06-17,09:00,SO2,0.002,0.00337,0.003,0.0006,0.00617,0.001,0.001,0.00378,0.00205,0.0
2015-06-17,10:00,O3,0.0121,0.00653,0.011,0.01372,0.01235,0.00827,0.00848,0.01537,0.01397,0.00937
2015-06-17,10:00,PM10,25.14,24.13,19.28,20.3,16.93,39.47,27.26,65.573,29.04,26.98
2015-06-17,10:00,CO,0.717,1.013,0.663,0.445,0.49,0.655,0.556,0.104,0.423,0.277
2015-06-17,10:00,NO2,0.02022,0.01577,0.01042,0.00585,0.00825,0.0097,,0.00388,0.00693,0.0
2015-06-17,10:00,SO2,0.00175,0.00232,0.003,0.00097,0.00512,0.001,0.001,0.00213,0.00205,0.0
2015-06-17,11:00,O3,0.01623,0.0091,0.01292,0.01437,0.0146,0.01043,0.01005,0.01552,0.0167,0.01318
2015-06-17,11:00,PM10,20.93,23.56,16.81,25.3,13.86,23.87,10.61,40.758,43.01,21.18
2015-06-17,11:00,CO,0.76,0.766,0.698,0.416,0.485,0.619,0.663,0.124,0.358,0.159
2015-06-17,11:00,NO2,0.02077,0.01412,0.01107,0.00575,0.00822,0.00938,0.01235,0.00333,0.0058,0.0
2015-06-17,11:00,SO2,0.00172,0.002,0.003,0.00095,0.00503,0.001,0.001,0.00165,0.0021,0.0
2015-06-17,12:00,O3,0.01822,0.01208,0.01685,0.01622,0.01667,0.01283,0.01282,0.01702,0.01875,0.01468
2015-06-17,12:00,PM10,21.02,19.49,25.02,20.7,12.2,23.46,19.43,46.354,88.74,18.15
2015-06-17,12:00,CO,0.721,0.597,0.559,0.293,0.458,0.624,0.691,0.047,0.365,0.122
2015-06-17,12:00,NO2,0.02103,0.01158,0.01057,0.00462,0.00755,0.00902,0.0103,0.0012,0.00575,0.0
2015-06-17,12:00,SO2,0.00168,0.00182,0.003,0.00075,0.00492,0.001,0.001,0.00135,0.0022,0.0
2015-06-17,13:00,O3,0.0221,0.01492,0.01902,0.01813,0.01635,0.01438,0.01268,0.0196,0.01892,0.02268
2015-06-17,13:00,PM10,18.03,14.63,18.57,17.7,9.08,24.24,16.09,42.508,86.42,15.34
2015-06-17,13:00,CO,0.697,0.544,0.499,0.222,0.426,0.5,0.594,0.168,0.332,
2015-06-17,13:00,NO2,0.02112,0.01063,0.00753,0.00273,0.00635,0.00635,0.00827,0.00333,0.00437,0.0
2015-06-17,13:00,SO2,0.00177,0.00115,0.003,0.001,0.00512,0.001,0.001,0.00102,0.00203,0.0
2015-06-17,14:00,O3,0.02463,0.016,0.02113,0.0202,0.01722,0.01635,0.01428,0.0212,0.02063,0.02375
2015-06-17,14:00,PM10,14.33,11.73,16.87,18.8,8.11,15.96,14.77,50.201,80.78,15.27
2015-06-17,14:00,CO,0.627,0.557,0.546,0.398,0.403,0.517,0.526,0.219,0.323,0.073
2015-06-17,14:00,NO2,0.02097,0.01197,0.00815,0.00345,0.00692,0.00783,0.0074,0.00408,0.00442,0.0
2015-06-17,14:00,SO2,0.00112,0.001,0.00288,0.00058,0.00508,0.001,0.00058,0.00193,0.002,0.0
2015-06-17,15:00,O3,0.0229,0.01578,0.01852,0.0195,0.01662,0.01517,0.01325,0.02082,0.01982,0.025
2015-06-17,15:00,PM10,17.77,15.68,16.26,22.3,8.61,18.8,11.39,59.36,65.78,18.96
2015-06-17,15:00,CO,0.554,0.581,0.585,0.34,0.411,0.537,0.492,0.133,0.323,
2015-06-17,15:00,NO2,0.02188,0.01368,0.00952,0.00352,0.00712,0.00787,0.00837,0.00305,0.00385,0.0
2015-06-17,15:00,SO2,0.00142,0.00125,0.00223,0.00022,0.00508,0.001,0.00092,0.00177,0.002,0.0
2015-06-17,16:00,O3,0.02165,0.01705,0.02078,0.01953,0.01478,0.0149,0.01212,0.02132,0.02187,0.0227
2015-06-17,16:00,PM10,18.08,11.04,19.42,27.9,6.14,20.15,14.86,47.056,55.65,15.96
2015-06-17,16:00,CO,0.567,0.428,0.506,0.431,0.446,0.556,0.633,0.312,0.273,
2015-06-17,16:00,NO2,0.0231,0.01045,0.0097,0.00505,0.00813,0.00995,0.01045,0.00743,0.00387,0.0
2015-06-17,16:00,SO2,0.00198,0.001,0.002,0.00018,0.00487,0.001,0.001,0.00132,0.002,0.0
2015-06-17,17:00,O3,0.01647,0.01442,0.01268,0.01808,0.01422,0.01333,0.01107,0.01767,0.01695,0.01397
2015-06-17,17:00,PM10,24.58,16.12,17.71,43.9,11.3,24.16,14.51,55.483,77.6,23.69
2015-06-17,17:00,CO,0.6,0.443,0.682,0.408,0.575,0.646,0.535,0.714,0.499,0.076
2015-06-17,17:00,NO2,0.02353,0.00988,0.0181,0.00748,0.01142,0.011,0.0109,0.01278,0.00945,0.0
2015-06-17,17:00,SO2,0.00113,0.001,0.002,0.0005,0.00457,0.001,0.001,0.00223,0.00155,0.0
2015-06-17,18:00,O3,0.01333,0.01708,0.01283,0.02082,0.01448,0.01303,0.01103,0.01505,0.01463,0.01735
2015-06-17,18:00,PM10,23.53,12.84,20.21,60.6,19.95,34.49,19.56,117.68,43.95,17.62
2015-06-17,18:00,CO,0.769,0.41,0.776,0.416,0.73,0.723,0.471,1.168,0.642,0.069
2015-06-17,18:00,NO2,0.02628,0.0079,0.01593,0.00742,0.01857,0.01295,0.01113,0.01723,0.01523,0.0
2015-06-17,18:00,SO2,0.001,0.001,0.002,0.00058,0.00518,0.001,0.00095,0.00248,0.00223,0.0
2015-06-17,19:00,O3,0.01378,0.01532,0.0114,0.02137,0.01063,0.01405,0.01053,0.0124,0.0107,0.0164
2015-06-17,19:00,PM10,30.44,18.04,22.85,49.7,23.22,29.54,13.37,141.7,26.34,11.88
2015-06-17,19:00,CO,0.701,0.438,0.714,0.4,0.818,0.729,0.372,1.187,0.816,0.067
2015-06-17,19:00,NO2,0.02568,0.00875,0.01852,0.00633,0.02345,0.0127,0.01227,0.0194,0.02035,0.0
2015-06-17,19:00,SO2,0.00115,0.001,0.00208,0.00043,0.00553,0.001,0.00037,0.00262,0.003,0.0
2015-06-17,20:00,O3,0.01153,0.0124,0.00625,0.01605,0.00638,0.00812,0.00877,0.0079,0.0074,0.0128
2015-06-17,20:00,PM10,18.44,12.94,20.28,56.9,28.4,25.84,18.79,156.94,30.13,10.38
2015-06-17,20:00,CO,0.767,0.452,0.709,0.498,1.036,0.842,0.326,1.264,0.901,0.097
2015-06-17,20:00,NO2,0.02485,0.0103,0.02152,0.00875,0.02702,0.0174,0.01188,0.01872,0.02178,0.0
2015-06-17,20:00,SO2,0.00128,0.001,0.002,0.0,0.00597,0.001,0.00067,0.00315,0.0031,0.0
2015-06-17,21:00,O3,0.00742,0.00825,0.0033,0.00855,0.00252,0.0041,0.0061,0.00557,0.00593,0.00895
2015-06-17,21:00,PM10,22.63,7.36,24.78,36.5,42.41,30.28,22.97,172.96,32.04,16.73
2015-06-17,21:00,CO,0.697,0.385,0.715,0.394,0.963,0.87,0.381,1.218,0.698,0.058
2015-06-17,21:00,NO2,0.0248,0.00987,0.02173,0.00883,0.02743,0.01735,0.01312,0.01438,0.01987,0.0
2015-06-17,21:00,SO2,0.00143,0.00093,0.002,0.00027,0.00577,0.001,0.00052,0.00268,0.00347,0.0
2015-06-17,22:00,O3,0.0055,0.00665,0.00453,0.00697,0.00192,0.0022,0.00273,0.00547,0.00478,0.00773
2015-06-17,22:00,PM10,17.32,11.59,17.96,31.0,39.0,35.91,14.05,119.75,13.66,15.71
2015-06-17,22:00,CO,0.657,0.364,0.624,0.331,0.959,0.839,0.39,0.918,0.628,
2015-06-17,22:00,NO2,0.02207,0.00908,0.015,0.00795,0.0234,0.01743,0.01482,0.01215,0.01673,0.0
2015-06-17,22:00,SO2,0.00108,0.00093,0.002,0.00083,0.00582,0.001,0.00073,0.00245,0.00442,0.0
2015-06-17,23:00,O3,0.00644,0.00635,0.00505,0.00755,0.00322,0.00676,0.00387,0.00478,0.00467,0.00768
2015-06-17,23:00,PM10,10.6,8.35,15.48,23.9,26.23,36.15,11.11,94.807,26.75,9.07
2015-06-17,23:00,CO,0.492,0.303,0.495,0.274,0.644,0.499,0.194,0.765,0.521,
2015-06-17,23:00,NO2,0.01836,0.00843,0.01205,0.00604,0.01744,0.008,0.01026,0.01096,0.01496,0.0
2015-06-17,23:00,SO2,0.001,0.001,0.00204,0.00029,0.00629,0.001,0.001,0.00227,0.00338,0.0
2015-06-18,00:00,O3,0.00657,0.00895,0.00427,0.00598,0.0032,0.00607,0.0033,0.00548,0.005,0.00863
2015-06-18,00:00,PM10,12.8,,15.9,22.4,13.77,20.1,,82.19,33.23,4.68
2015-06-18,00:00,CO,0.644,0.31,0.493,0.225,0.395,0.493,0.362,0.564,0.427,
2015-06-18,00:00,NO2,0.01732,0.00556,0.01161,0.00731,0.01443,0.00734,0.01,0.00992,0.01317,0.0
2015-06-18,00:00,SO2,0.0011,0.00036,0.00285,0.0008,0.00472,0.001,0.001,0.0008,0.00483,0.0
2015-06-18,01:00,O3,0.00693,0.01125,0.0027,0.00738,0.00182,0.00447,0.00345,0.0079,0.00513,0.00883
2015-06-18,01:00,PM10,9.24,,13.84,18.7,10.72,13.62,,63.044,28.63,1.28
2015-06-18,01:00,CO,0.576,0.28,0.43,0.197,0.648,0.575,0.279,0.18,0.362,
2015-06-18,01:00,NO2,0.01493,0.00488,0.01338,0.00573,0.01635,0.0103,0.01003,0.0062,0.01565,0.0
2015-06-18,01:00,SO2,0.001,0.00033,0.003,5e-05,0.00442,0.001,0.00043,0.00095,0.00227,0.0
2015-06-18,02:00,O3,0.00677,0.01022,0.00418,0.0063,0.00185,0.00128,0.00315,0.01078,0.0053,0.00798
2015-06-18,02:00,PM10,8.87,,11.08,20.6,11.18,18.61,10.99,40.438,9.81,2.71
2015-06-18,02:00,CO,0.428,0.279,0.384,0.185,0.561,0.633,0.367,0.128,0.292,
2015-06-18,02:00,NO2,0.01383,0.00372,0.01205,0.00692,0.01572,0.0142,0.01002,0.00405,0.01235,0.0
2015-06-18,02:00,SO2,0.001,0.00012,0.003,0.00023,0.00432,0.001,0.00082,0.00125,0.00225,0.0
2015-06-18,03:00,O3,0.00782,0.00758,0.00483,0.0045,0.00362,0.00107,0.00465,0.00997,0.00578,0.00863
2015-06-18,03:00,PM10,7.05,5.45,12.11,17.4,11.55,31.86,15.9,30.721,15.52,7.36
2015-06-18,03:00,CO,0.282,0.308,0.332,0.192,0.489,0.673,0.224,0.105,0.304,
2015-06-18,03:00,NO2,0.01333,0.00547,0.00968,0.0079,0.01225,0.0139,0.00737,0.00437,0.01102,0.0
2015-06-18,03:00,SO2,0.001,0.00052,0.003,8e-05,0.004,0.001,0.0008,0.00123,0.002,0.0
2015-06-18,04:00,O3,0.00842,0.0043,0.00653,0.00238,0.00348,0.00193,0.00503,0.00676,0.00562,0.00913
2015-06-18,04:00,PM10,5.75,,12.21,24.7,10.29,52.8,,,11.61,9.62
2015-06-18,04:00,CO,0.463,0.301,0.294,0.239,0.441,0.603,0.232,0.166,0.272,
2015-06-18,04:00,NO2,0.0133,0.00777,0.00733,0.01037,0.01185,0.01205,0.00667,0.00781,0.00998,0.0
2015-06-18,04:00,SO2,0.001,0.00068,0.003,0.00082,0.00393,0.001,0.0001,0.00112,0.00208,0.0
2015-06-18,05:00,O3,0.0061,0.00147,0.0048,0.00247,0.00215,0.0017,0.00543,0.00262,0.0065,0.0078
2015-06-18,05:00,PM10,8.82,4.84,7.58,36.0,16.19,30.81,11.88,,8.05,5.54
2015-06-18,05:00,CO,0.568,0.367,0.358,0.623,0.503,0.679,0.321,0.414,0.275,
2015-06-18,05:00,NO2,0.01718,0.01087,0.01032,0.00965,0.01413,0.0122,0.00752,0.01177,0.00865,0.0
2015-06-18,05:00,SO2,0.00102,0.00097,0.003,0.00072,0.004,0.001,0.00043,0.00125,0.002,0.0
2015-06-18,06:00,O3,0.00217,0.001,0.00235,0.002,0.00155,0.00087,0.00232,0.0021,0.00415,0.003
2015-06-18,06:00,PM10,21.54,7.66,13.66,47.2,23.45,32.81,16.84,77.178,12.78,11.65
2015-06-18,06:00,CO,1.266,0.542,0.598,0.723,0.849,1.089,0.538,0.859,0.54,0.051
2015-06-18,06:00,NO2,0.02123,0.0113,0.01472,0.00992,0.01473,0.01348,0.01213,0.01155,0.01177,0.0
2015-06-18,06:00,SO2,0.00183,0.00098,0.00283,0.00058,0.00427,0.001,0.00082,0.00172,0.0022,0.0
2015-06-18,07:00,O3,0.00212,0.001,0.00223,0.002,0.00177,0.00097,0.00175,0.00252,0.00395,0.00295
2015-06-18,07:00,PM10,34.64,12.12,27.47,95.1,23.64,56.13,15.41,126.53,20.04,10.8
2015-06-18,07:00,CO,1.848,1.03,0.717,1.401,1.185,1.908,1.033,0.779,0.873,0.279
2015-06-18,07:00,NO2,0.02163,0.01192,0.01758,0.01107,0.01552,0.01605,0.01367,0.01093,0.01428,0.0
2015-06-18,07:00,SO2,0.00222,0.00112,0.00233,0.002,0.00445,0.00175,0.001,0.00113,0.00265,0.0
2015-06-18,08:00,O3,0.00388,0.00142,0.00292,0.00268,0.00227,0.00113,0.00213,0.00308,0.00478,0.00452
2015-06-18,08:00,PM10,48.65,28.5,35.3,114.8,36.6,102.14,34.42,98.638,41.59,19.37
2015-06-18,08:00,CO,1.649,1.874,1.119,1.577,1.639,1.814,1.247,1.192,1.139,0.521
2015-06-18,08:00,NO2,0.0237,0.01493,0.02058,0.01422,0.01917,0.0182,0.01535,0.01435,0.01838,0.0
2015-06-18,08:00,SO2,0.00297,0.002,0.003,0.00148,0.00535,0.002,0.00135,0.00232,0.00413,0.0
2015-06-18,09:00,O3,0.00545,0.0047,0.00568,0.00398,0.00383,0.00228,0.00425,0.00752,0.0074,0.01025
2015-06-18,09:00,PM10,58.4,38.22,46.63,112.2,57.81,111.83,40.39,130.94,42.06,25.28
2015-06-18,09:00,CO,2.037,1.234,1.281,1.297,1.519,1.858,1.037,0.535,0.844,0.278
2015-06-18,09:00,NO2,0.03093,0.0179,0.02032,0.01792,0.02713,0.02908,0.01768,0.0108,0.0173,0.0
2015-06-18,09:00,SO2,0.00337,0.00197,0.003,0.001,0.00518,0.002,0.001,0.00192,0.00283,0.0
2015-06-18,10:00,O3,0.01492,0.01287,0.01275,0.0093,0.01163,0.00895,0.00905,0.01432,0.01398,0.01565
2015-06-18,10:00,PM10,57.01,23.73,36.28,93.5,51.32,106.41,38.22,69.897,38.44,15.82
2015-06-18,10:00,CO,1.243,0.948,0.953,1.073,1.341,1.551,0.936,0.641,0.916,0.16
2015-06-18,10:00,NO2,0.0325,0.02023,0.01933,0.0244,0.03215,0.03317,0.01602,0.01217,0.02162,0.0
2015-06-18,10:00,SO2,0.00265,0.00127,0.003,0.001,0.00557,0.002,0.00163,0.00247,0.00332,0.0
2015-06-18,11:00,O3,0.02615,0.02258,0.02612,0.02127,0.0239,0.01765,0.0197,0.0258,0.02625,0.02517
2015-06-18,11:00,PM10,40.04,27.64,30.08,51.5,49.55,98.47,27.83,84.751,59.44,21.56
2015-06-18,11:00,CO,0.959,1.031,1.028,0.567,0.886,0.917,0.894,0.341,0.783,0.23
2015-06-18,11:00,NO2,0.03242,0.02978,0.02767,0.01317,0.02988,0.02495,0.0165,0.00862,0.02652,0.0
2015-06-18,11:00,SO2,0.002,0.00173,0.003,0.0018,0.00598,0.00173,0.00118,0.00187,0.00375,0.0
2015-06-18,12:00,O3,0.03915,0.03043,0.03988,0.03395,0.03247,0.02942,0.03425,0.03247,0.03097,0.04328
2015-06-18,12:00,PM10,27.51,34.21,41.45,33.9,43.05,67.71,29.56,69.739,111.53,23.24
2015-06-18,12:00,CO,0.684,0.765,0.983,0.526,0.579,0.497,0.866,0.218,0.486,0.302
2015-06-18,12:00,NO2,0.03035,0.0231,0.02567,0.00553,0.02303,0.00942,0.01887,0.00692,0.0207,0.0
2015-06-18,12:00,SO2,0.002,0.00198,0.003,0.00137,0.00503,0.001,0.002,0.0014,0.00358,0.0
2015-06-18,13:00,O3,0.06593,0.04205,0.05688,0.04272,0.03908,0.04203,0.05102,0.03602,0.0439,0.06538
2015-06-18,13:00,PM10,25.53,32.06,47.53,37.7,27.66,39.86,31.4,49.333,126.12,32.32
2015-06-18,13:00,CO,0.712,0.526,0.804,0.446,0.317,0.553,0.854,0.474,0.346,0.258
2015-06-18,13:00,NO2,0.03208,0.01497,0.02097,0.00452,0.00977,0.00938,0.0201,0.01275,0.01268,0.0
2015-06-18,13:00,SO2,0.002,0.00133,0.003,0.001,0.00418,0.001,0.0014,0.00153,0.00255,0.0
2015-06-18,14:00,O3,0.08697,0.04917,0.0876,0.05143,0.05198,0.05465,0.07108,0.04572,0.06618,0.0816
2015-06-18,14:00,PM10,28.88,24.31,38.21,42.6,24.84,36.53,40.78,69.891,74.82,35.1
2015-06-18,14:00,CO,0.618,0.487,0.853,0.387,0.487,0.564,0.891,0.136,0.604,0.197
2015-06-18,14:00,NO2,0.0311,0.01082,0.02167,0.00502,0.01818,0.00952,0.02007,0.00677,0.01777,0.0
2015-06-18,14:00,SO2,0.002,0.00125,0.003,0.00072,0.00473,0.001,0.0018,0.00133,0.003,0.0
2015-06-18,15:00,O3,0.10703,0.05137,0.12048,0.05502,0.06892,0.06152,0.0844,0.04487,0.08143,0.0893
2015-06-18,15:00,PM10,32.5,26.79,48.05,39.8,32.31,34.21,51.61,56.439,50.98,34.45
2015-06-18,15:00,CO,0.835,0.395,0.912,0.424,0.464,0.548,0.867,0.249,0.565,0.109
2015-06-18,15:00,NO2,0.0301,0.00815,0.02287,0.0048,0.0151,0.01022,0.02,0.00922,0.01738,0.0
2015-06-18,15:00,SO2,0.00195,0.001,0.003,0.00045,0.00408,0.001,0.00198,0.00082,0.00272,0.0
2015-06-18,16:00,O3,0.10142,0.04432,0.13025,0.05688,0.06688,0.04733,0.0834,0.04382,0.07317,0.08565
2015-06-18,16:00,PM10,38.55,26.52,50.45,35.6,39.51,39.53,53.43,54.247,80.01,34.68
2015-06-18,16:00,CO,0.858,0.465,0.928,0.353,0.534,0.528,0.783,0.149,0.49,0.134
2015-06-18,16:00,NO2,0.03025,0.01288,0.02142,0.00375,0.02027,0.01443,0.01837,0.00798,0.01558,0.0
2015-06-18,16:00,SO2,0.00193,0.00113,0.003,5e-05,0.00447,0.00112,0.00138,0.00108,0.00138,0.0
2015-06-18,17:00,O3,0.11758,0.03852,0.0881,0.05658,0.05738,0.04928,0.06638,0.0431,0.06833,0.0665
2015-06-18,17:00,PM10,45.62,20.88,50.73,33.5,28.71,44.5,46.56,46.978,157.77,38.58
2015-06-18,17:00,CO,0.923,0.368,1.043,0.392,0.499,0.586,0.85,0.195,0.484,0.116
2015-06-18,17:00,NO2,0.03345,0.0071,0.0323,0.00445,0.01797,0.01187,0.0217,0.00723,0.0166,0.0
2015-06-18,17:00,SO2,0.00197,0.00097,0.003,2e-05,0.004,0.001,0.00115,0.0011,0.00122,0.0
2015-06-18,18:00,O3,0.07453,0.03895,0.04427,0.04503,0.05843,0.03568,0.04338,0.02537,0.05117,0.03698
2015-06-18,18:00,PM10,52.81,18.51,44.44,43.9,34.3,37.2,47.58,54.357,66.91,29.91
2015-06-18,18:00,CO,0.949,0.403,1.076,0.434,0.541,0.563,1.045,1.155,0.452,0.045
2015-06-18,18:00,NO2,0.03677,0.00745,0.02757,0.0055,0.0191,0.01037,0.02487,0.02547,0.01412,0.0
2015-06-18,18:00,SO2,0.002,0.00093,0.003,0.0,0.00435,0.001,0.00145,0.0016,0.002,0.0
2015-06-18,19:00,O3,0.02872,0.03573,0.02862,0.03805,0.03893,0.0283,0.02572,0.0219,0.02657,0.03998
2015-06-18,19:00,PM10,38.78,15.21,34.4,46.8,32.84,29.17,39.49,111.33,39.59,18.8
2015-06-18,19:00,CO,0.799,0.413,0.968,0.485,0.579,0.607,0.694,0.838,0.568,
2015-06-18,19:00,NO2,0.03603,0.00918,0.02438,0.00623,0.02038,0.01118,0.01858,0.02498,0.0197,0.0
2015-06-18,19:00,SO2,0.002,0.001,0.00243,0.0,0.00442,0.001,0.00143,0.00155,0.00215,0.0
2015-06-18,20:00,O3,0.02253,0.02692,0.0201,0.0299,0.01427,0.0258,0.018,0.01695,0.02125,0.034
2015-06-18,20:00,PM10,30.52,16.62,28.27,67.9,46.19,31.48,33.82,91.754,29.69,23.63
2015-06-18,20:00,CO,0.929,0.457,0.832,0.665,0.838,0.645,0.875,0.813,0.601,
2015-06-18,20:00,NO2,0.03798,0.01225,0.02913,0.01163,0.03622,0.01397,0.02293,0.02707,0.02295,0.0
2015-06-18,20:00,SO2,0.00185,0.001,0.003,0.0,0.00453,0.001,0.001,0.0016,0.00237,0.0
2015-06-18,21:00,O3,0.01312,0.01733,0.01282,0.01315,0.01107,0.01037,0.0111,0.00902,0.00967,0.02367
2015-06-18,21:00,PM10,28.07,21.31,25.41,104.1,47.77,26.81,29.73,78.492,36.59,15.22
2015-06-18,21:00,CO,0.979,0.574,0.757,0.883,0.699,0.908,0.802,1.04,0.881,0.07
2015-06-18,21:00,NO2,0.03808,0.01935,0.03058,0.0207,0.02888,0.02647,0.02107,0.02935,0.03337,0.0
2015-06-18,21:00,SO2,0.00183,0.00093,0.0023,2e-05,0.00488,0.001,0.00093,0.00197,0.003,0.0
2015-06-18,22:00,O3,0.02268,0.02373,0.01665,0.01908,0.01192,0.01598,0.01377,0.01658,0.01587,0.02543
2015-06-18,22:00,PM10,31.55,20.87,29.25,70.5,35.07,41.89,32.1,112.84,51.9,21.59
2015-06-18,22:00,CO,0.627,0.445,0.723,0.482,0.65,0.721,0.686,0.958,0.594,0.072
2015-06-18,22:00,NO2,0.02812,0.00935,0.0218,0.01113,0.02542,0.01538,0.01572,0.02088,0.01908,0.0
2015-06-18,22:00,SO2,0.00135,0.00097,0.00215,0.00062,0.0042,0.001,0.0009,0.00123,0.00218,0.0
2015-06-18,23:00,O3,0.02148,0.02219,0.02043,0.02602,0.02114,0.02156,0.01522,0.02154,0.02156,0.0212
2015-06-18,23:00,PM10,25.86,16.78,25.66,59.5,30.81,51.17,22.44,173.08,40.55,23.5
2015-06-18,23:00,CO,0.513,0.443,0.479,0.339,0.508,0.613,0.481,0.603,0.424,0.148
2015-06-18,23:00,NO2,0.02172,0.00691,0.01221,0.00642,0.01536,0.00904,0.01084,0.0146,0.01137,0.0
2015-06-18,23:00,SO2,0.00105,0.00093,0.00252,0.0,0.00436,0.001,0.00122,0.00087,0.00217,0.0
2015-06-19,00:00,O3,0.0188,0.02142,0.01852,0.01678,0.01762,0.01718,0.01295,0.02447,0.01783,0.02158
2015-06-19,00:00,PM10,23.0,14.08,17.66,41.7,31.63,42.88,22.82,118.73,61.58,13.69
2015-06-19,00:00,CO,0.555,0.379,0.449,0.306,0.457,0.597,0.401,0.311,0.359,0.028
2015-06-19,00:00,NO2,0.01858,0.00392,0.00936,0.00961,0.01348,0.00688,0.00842,0.00653,0.00885,0.0
2015-06-19,00:00,SO2,0.00105,,0.00293,0.0,0.0042,0.001,0.00061,0.00074,0.00251,0.0
2015-06-19,01:00,O3,0.01703,0.02015,0.01587,0.01743,0.01727,0.0163,0.01152,0.01933,0.0176,0.021
2015-06-19,01:00,PM10,18.69,10.78,24.38,25.4,26.54,26.86,16.91,77.258,41.47,15.36
2015-06-19,01:00,CO,0.389,0.362,0.434,0.199,0.446,0.565,0.362,0.319,0.285,
2015-06-19,01:00,NO2,0.01577,0.00488,0.01045,0.0041,0.00997,0.00557,0.00687,0.00643,0.01172,0.0
