FECHA,HORA,PARAM,ATM,AGU,CEN,PIN,LDO,MIR,OBL,SFE,TLA,VAL
2015-01-24,03:00,CO,0.696,0.818,0.737,0.704,1.224,1.224,0.029,0.543,1.105,0.597
2015-01-24,03:00,NO2,0.01477,0.02273,0.02013,0.02122,0.01927,0.02545,0.01645,0.01703,0.02295,0.01498
2015-01-24,03:00,SO2,0.001,0.00102,0.00198,0.00408,0.005,0.0046,0.00185,0.0,0.00233,0.00188
2015-01-24,04:00,O3,0.0046,0.00142,0.00238,0.00332,0.00603,0.00103,0.00945,0.00345,0.00552,0.0067
2015-01-24,04:00,PM10,31.61,34.14,29.93,49.77,33.53,71.39,33.95,68.73,66.88,24.33
2015-01-24,04:00,CO,0.645,0.781,0.79,0.847,1.054,1.054,0.031,0.737,0.871,0.584
2015-01-24,04:00,NO2,0.01042,0.02107,0.02003,0.02132,0.02147,0.02392,0.01535,0.01695,0.02022,0.0142
2015-01-24,04:00,SO2,0.001,0.00098,0.002,0.00408,0.00498,0.00378,0.0017,5e-05,0.002,0.00185
2015-01-24,05:00,O3,0.00195,0.0014,0.0079,0.0035,0.0035,0.00333,0.01112,0.00197,0.0074,0.00982
2015-01-24,05:00,PM10,33.67,25.06,26.38,69.86,33.36,57.91,24.69,89.45,51.8,26.07
2015-01-24,05:00,CO,1.115,0.795,0.702,1.131,0.855,0.855,0.032,1.258,0.809,0.594
2015-01-24,05:00,NO2,0.01627,0.02,0.01805,0.01983,0.02768,0.02443,0.01853,0.01903,0.01963,0.01202
2015-01-24,05:00,SO2,0.00133,0.00133,0.00195,0.0041,0.00498,0.00337,0.00177,0.00173,0.00195,0.00168
2015-01-24,06:00,O3,0.00198,0.0008,0.00195,0.00422,0.00443,0.00158,0.00565,0.00175,0.00482,0.0051
2015-01-24,06:00,PM10,45.9,31.02,32.06,40.59,28.34,38.41,36.4,181.56,55.0,24.88
2015-01-24,06:00,CO,1.546,1.195,1.234,0.698,1.383,1.383,0.03,1.328,0.897,0.936
2015-01-24,06:00,NO2,0.01873,0.0233,0.02283,0.02128,0.02888,0.02502,0.0214,0.018,0.02182,0.02268
2015-01-24,06:00,SO2,0.00212,0.00183,0.00192,0.004,0.00497,0.00587,0.002,0.00137,0.002,0.00195
2015-01-24,07:00,O3,0.002,0.00064,0.00135,0.00467,0.00442,0.00147,0.00515,0.00213,0.00662,0.0015
2015-01-24,07:00,PM10,43.13,39.07,39.36,76.06,26.14,88.09,45.85,113.54,64.54,35.2
2015-01-24,07:00,CO,1.563,1.532,1.355,0.746,1.289,1.289,0.143,1.738,0.911,0.983
2015-01-24,07:00,NO2,0.023,0.02448,0.02433,0.02062,0.0312,0.02672,0.02277,0.02203,0.02132,0.02923
2015-01-24,07:00,SO2,0.0026,0.00293,0.002,0.004,0.00543,0.0051,0.00237,0.00237,0.002,0.00213
2015-01-24,08:00,O3,0.00438,0.00143,0.00418,0.01048,0.0063,0.0038,0.00845,0.00388,0.0095,0.00473
2015-01-24,08:00,PM10,46.5,63.11,53.18,107.0,32.48,110.0,53.2,134.04,69.13,34.68
2015-01-24,08:00,CO,1.32,1.973,1.37,0.69,0.996,0.996,0.268,1.237,0.883,1.035
2015-01-24,08:00,NO2,0.02115,0.02588,0.02288,0.01507,0.0339,0.0276,0.02288,0.02178,0.01803,0.02785
2015-01-24,08:00,SO2,0.0028,0.0051,0.00208,0.00398,0.00573,0.00528,0.00283,0.00155,0.002,0.00268
2015-01-24,09:00,O3,0.01072,0.00395,0.01112,0.01673,0.00763,0.00645,0.01578,0.00888,0.01155,0.0098
2015-01-24,09:00,PM10,45.18,69.42,52.21,103.41,57.68,110.67,61.96,172.64,83.72,36.67
2015-01-24,09:00,CO,1.012,1.818,1.001,0.602,1.131,1.131,0.057,1.145,1.255,1.057
2015-01-24,09:00,NO2,0.01975,0.03678,0.01852,0.01192,0.0366,0.03068,0.01607,0.02237,0.02137,0.02808
2015-01-24,09:00,SO2,0.00238,0.00655,0.00242,0.00397,0.00697,0.00653,0.00248,0.00097,0.00233,0.00215
2015-01-24,10:00,O3,0.02052,0.01418,0.01765,0.02515,0.01207,0.01485,0.02128,0.01635,0.01605,0.0192
2015-01-24,10:00,PM10,37.73,70.84,51.71,80.48,56.13,129.01,45.46,173.41,90.87,41.48
2015-01-24,10:00,CO,0.544,1.095,0.905,0.516,0.847,0.847,0.03,0.851,0.924,0.821
2015-01-24,10:00,NO2,0.01117,0.03555,0.01702,0.00742,0.02703,0.02637,0.01068,0.01702,0.01817,0.021
2015-01-24,10:00,SO2,0.00108,0.00355,0.0029,0.00338,0.00613,0.00548,0.002,0.00115,0.00213,0.002
2015-01-24,11:00,O3,0.02838,0.02375,0.02447,0.03323,0.02142,0.0251,0.02787,0.02107,0.0228,0.02998
2015-01-24,11:00,PM10,28.06,64.27,52.17,80.2,40.85,107.73,40.88,168.11,80.52,36.29
2015-01-24,11:00,CO,0.48,0.787,0.704,0.597,0.543,0.543,0.029,0.623,0.68,0.672
2015-01-24,11:00,NO2,0.01058,0.03477,0.01372,0.0064,0.0187,0.0142,0.0095,0.01157,0.01065,0.01857
2015-01-24,11:00,SO2,0.00133,0.00258,0.00375,0.004,0.00568,0.00397,0.002,0.001,0.0022,0.00207
2015-01-24,12:00,O3,0.038,0.02952,0.02903,0.03705,0.02587,0.02923,0.0332,0.02597,0.02667,0.03427
2015-01-24,12:00,PM10,43.23,59.51,53.19,50.94,27.36,81.53,41.0,111.46,82.66,49.6
2015-01-24,12:00,CO,0.554,0.598,0.528,0.556,0.503,0.503,0.031,0.433,0.614,0.588
2015-01-24,12:00,NO2,0.01032,0.02313,0.0111,0.00482,0.01428,0.01093,0.0101,0.00672,0.00857,0.01488
2015-01-24,12:00,SO2,0.0014,0.00158,0.00463,0.004,0.00525,0.00285,0.00185,0.00063,0.00278,0.00228
2015-01-24,13:00,O3,0.03815,0.03458,0.02598,0.0335,0.02462,0.027,0.03147,0.02413,0.0241,0.03847
2015-01-24,13:00,PM10,46.22,47.96,40.95,47.72,27.82,72.38,38.18,91.17,66.68,48.12
2015-01-24,13:00,CO,0.579,0.533,0.419,0.546,0.483,0.483,0.03,0.245,0.563,0.514
2015-01-24,13:00,NO2,0.01022,0.01815,0.00768,0.00368,0.01218,0.00945,0.01107,0.00212,0.00707,0.01128
2015-01-24,13:00,SO2,0.0016,0.00142,0.005,0.004,0.00525,0.00293,0.00223,0.0,0.00268,0.00203
2015-01-24,14:00,O3,0.03112,0.02807,0.02238,0.03167,0.02368,0.02475,0.027,0.02258,0.02273,0.0319
2015-01-24,14:00,PM10,47.09,33.5,33.92,42.0,37.44,78.49,35.09,62.24,63.35,50.9
2015-01-24,14:00,CO,0.557,0.446,0.531,0.579,0.472,0.472,0.03,0.188,0.615,0.486
2015-01-24,14:00,NO2,0.0072,0.0145,0.0098,0.00362,0.01002,0.00968,0.01072,0.00107,0.00763,0.00997
2015-01-24,14:00,SO2,0.00143,0.0009,0.005,0.004,0.00503,0.00288,0.00192,0.0,0.00277,0.002
2015-01-24,15:00,O3,0.02722,0.02458,0.0191,0.02953,0.02337,0.02217,0.02615,0.02215,0.02222,0.02948
2015-01-24,15:00,PM10,34.62,27.59,35.62,57.29,34.6,47.51,28.5,54.86,56.38,41.1
2015-01-24,15:00,CO,0.729,0.559,0.624,0.631,0.502,0.502,0.03,0.221,0.568,0.411
2015-01-24,15:00,NO2,0.00955,0.01435,0.01278,0.00443,0.01007,0.01117,0.01203,0.00227,0.00682,0.0077
2015-01-24,15:00,SO2,0.0016,0.00095,0.00487,0.004,0.005,0.00295,0.00222,0.0,0.00272,0.00187
2015-01-24,16:00,O3,0.02385,0.02462,0.0162,0.02925,0.02022,0.01735,0.01975,0.0204,0.01913,0.02952
2015-01-24,16:00,PM10,32.66,28.67,32.88,63.22,31.84,46.76,28.9,51.7,53.05,33.66
2015-01-24,16:00,CO,0.61,0.48,0.795,0.687,0.602,0.602,0.03,0.339,0.634,0.414
2015-01-24,16:00,NO2,0.01155,0.01367,0.01512,0.00522,0.01272,0.01572,0.01653,0.005,0.01063,0.00787
2015-01-24,16:00,SO2,0.00145,0.00114,0.00388,0.00397,0.00505,0.00318,0.00217,0.0,0.00257,0.00182
2015-01-24,17:00,O3,0.02145,0.02538,0.01325,0.02605,0.01793,0.01513,0.0159,0.02088,0.01692,0.02677
2015-01-24,17:00,PM10,25.98,31.67,42.82,68.38,45.93,62.0,39.88,62.53,50.16,38.69
2015-01-24,17:00,CO,0.508,0.369,0.896,0.782,0.643,0.643,0.04,0.267,0.639,0.437
2015-01-24,17:00,NO2,0.01227,0.01033,0.01752,0.00737,0.01387,0.01647,0.01842,0.00315,0.01213,0.00942
2015-01-24,17:00,SO2,0.0014,0.00098,0.00328,0.004,0.00518,0.00375,0.00268,8e-05,0.00212,0.00183
2015-01-24,18:00,O3,0.01392,0.02033,0.00822,0.0169,0.01478,0.00923,0.01313,0.0152,0.0142,0.02012
2015-01-24,18:00,PM10,51.92,68.31,45.71,77.49,48.88,63.09,44.91,60.83,71.81,69.16
2015-01-24,18:00,CO,0.697,0.397,1.136,0.884,0.796,0.796,0.057,0.793,0.775,0.506
2015-01-24,18:00,NO2,0.01432,0.00948,0.02263,0.01455,0.01675,0.02248,0.0211,0.01138,0.0157,0.01215
2015-01-24,18:00,SO2,0.00143,0.001,0.003,0.0041,0.0051,0.00402,0.0024,0.00045,0.002,0.00162
2015-01-24,19:00,O3,0.01185,0.01218,0.00698,0.0124,0.00693,0.01185,0.00645,0.00602,0.007,0.01318
2015-01-24,19:00,PM10,60.47,54.94,46.24,132.96,53.12,84.81,52.33,73.35,75.46,55.94
2015-01-24,19:00,CO,0.699,0.54,1.01,1.15,0.696,0.696,0.068,2.402,1.13,0.593
2015-01-24,19:00,NO2,0.0134,0.01562,0.02235,0.0188,0.02913,0.0176,0.02643,0.02317,0.0265,0.01677
2015-01-24,19:00,SO2,0.00065,0.001,0.003,0.00418,0.00587,0.00397,0.00282,0.0024,0.00255,0.00193
2015-01-24,20:00,O3,0.00877,0.01493,0.00465,0.01738,0.00223,0.01632,0.00977,0.0072,0.0066,0.01333
2015-01-24,20:00,PM10,36.45,34.81,45.89,80.45,73.72,79.0,48.33,156.9,85.55,38.26
2015-01-24,20:00,CO,0.773,0.502,1.068,0.839,0.593,0.593,0.03,1.692,1.127,0.621
2015-01-24,20:00,NO2,0.0176,0.01645,0.02757,0.01405,0.03433,0.01417,0.02332,0.02187,0.02783,0.01837
2015-01-24,20:00,SO2,0.00075,0.001,0.003,0.004,0.0067,0.00337,0.00313,0.00185,0.0026,0.00198
2015-01-24,21:00,O3,0.00572,0.01467,0.00227,0.01222,0.00252,0.01738,0.00492,0.0046,0.0063,0.01257
2015-01-24,21:00,PM10,36.22,25.18,44.73,74.44,70.42,40.81,46.48,112.32,79.36,33.96
2015-01-24,21:00,CO,0.949,0.488,1.15,1.035,0.548,0.548,0.468,1.773,1.026,0.605
2015-01-24,21:00,NO2,0.02012,0.01528,0.03022,0.01973,0.03677,0.01143,0.03223,0.0227,0.0272,0.01782
2015-01-24,21:00,SO2,0.00145,0.001,0.0022,0.00407,0.00633,0.00335,0.00557,0.0019,0.00277,0.002
2015-01-24,22:00,O3,0.00315,0.01257,0.0014,0.0051,0.00152,0.01637,0.00408,0.00428,0.00498,0.01133
2015-01-24,22:00,PM10,35.22,27.64,36.25,73.39,66.74,36.72,41.26,121.53,78.05,28.61
2015-01-24,22:00,CO,2.025,0.595,1.37,1.228,0.592,,0.492,1.668,1.264,0.609
2015-01-24,22:00,NO2,0.02318,0.01637,0.02923,0.02538,0.03855,0.01212,0.03013,0.02277,0.02903,0.01742
2015-01-24,22:00,SO2,0.00213,0.00127,0.0024,0.00453,0.00912,0.00362,0.00325,0.00178,0.00298,0.002
2015-01-24,23:00,O3,0.00183,0.00737,0.00128,0.00893,0.00145,0.01455,0.004,0.00312,0.00565,0.01322
2015-01-24,23:00,PM10,57.41,25.41,39.19,58.33,153.71,31.23,43.06,102.38,74.26,26.85
2015-01-24,23:00,CO,1.489,0.664,1.566,0.981,0.63,,0.272,1.443,1.038,0.538
2015-01-24,23:00,NO2,0.02193,0.02135,0.0283,0.01907,0.0371,0.0134,0.0286,0.02333,0.02457,0.01425
2015-01-24,23:00,SO2,0.00207,0.00117,0.00215,0.004,0.00783,0.00352,0.00258,0.00158,0.00218,0.00208
2015-01-25,00:00,O3,0.00192,0.00378,0.001,0.00737,0.00112,0.01083,0.004,0.00427,0.00587,0.0122
2015-01-25,00:00,PM10,47.0,,48.77,65.55,118.46,36.61,37.08,99.14,63.25,18.38
2015-01-25,00:00,CO,1.36,0.645,1.656,0.967,0.735,,0.091,1.195,0.949,0.575
2015-01-25,00:00,NO2,0.0199,0.02317,0.0281,0.01952,0.03442,0.01552,0.02755,0.0199,0.02352,0.0146
2015-01-25,00:00,SO2,0.002,0.00082,0.0028,0.004,0.00383,0.0026,0.00293,0.00113,0.00253,0.00138
2015-01-25,01:00,O3,0.00205,0.0015,0.00092,0.00355,0.00163,0.00647,0.004,0.00203,0.0052,0.0129
2015-01-25,01:00,PM10,40.83,16.59,42.81,67.05,57.9,49.24,37.7,76.4,61.72,9.05
2015-01-25,01:00,CO,1.137,0.903,1.761,1.261,0.827,0.827,0.198,1.175,1.164,0.518
2015-01-25,01:00,NO2,0.01888,0.02437,0.02645,0.02185,0.03342,0.0206,0.02647,0.01983,0.02423,0.01275
2015-01-25,01:00,SO2,0.00198,0.00108,0.00252,0.0042,0.00367,0.00188,0.00283,0.00092,0.00212,0.00122
2015-01-25,02:00,O3,0.00638,0.0039,0.00107,0.00333,0.00137,0.0014,0.0059,0.00205,0.00405,0.0161
2015-01-25,02:00,PM10,30.31,100.32,38.89,75.25,50.99,54.0,30.91,98.08,72.64,15.31
2015-01-25,02:00,CO,0.731,0.641,1.134,1.221,1.321,1.321,0.035,1.851,2.143,0.453
2015-01-25,02:00,NO2,0.01273,0.02188,0.02508,0.02212,0.0315,0.02725,0.02095,0.01862,0.02577,0.00853
2015-01-25,02:00,SO2,0.00103,0.00073,0.00207,0.00433,0.004,0.0044,0.00227,0.00163,0.0041,0.00103
2015-01-25,03:00,O3,0.00365,0.00448,0.00202,0.00573,0.0019,0.00113,0.00883,0.00182,0.00403,0.01475
2015-01-25,03:00,PM10,20.42,87.35,26.32,152.95,52.84,53.43,28.15,161.16,67.38,20.15
2015-01-25,03:00,CO,0.996,0.52,0.798,2.644,1.3,1.3,0.031,1.263,1.523,0.466
2015-01-25,03:00,NO2,0.01423,0.01897,0.02262,0.02082,0.0291,0.0261,0.0163,0.0175,0.02468,0.00943
2015-01-25,03:00,SO2,0.00102,0.00043,0.002,0.00522,0.00282,0.00398,0.00175,0.00103,0.00348,0.00095
2015-01-25,04:00,O3,0.00167,0.00247,0.00158,0.00292,0.00257,0.0011,0.00667,0.00198,0.00388,0.00525
2015-01-25,04:00,PM10,25.2,,25.54,91.92,33.54,44.6,24.89,109.48,54.48,18.36
2015-01-25,04:00,CO,0.924,0.624,0.768,1.77,1.584,1.584,0.03,1.391,1.549,0.614
2015-01-25,04:00,NO2,0.01662,0.01822,0.02292,0.01893,0.0268,0.0247,0.01788,0.01452,0.02355,0.01933
2015-01-25,04:00,SO2,0.0013,0.00025,0.002,0.00518,0.00242,0.0048,0.00223,0.00125,0.003,0.00098
2015-01-25,05:00,O3,0.0025,0.0003,0.001,0.00338,0.0025,0.0014,0.00557,0.00208,0.00403,0.00143
2015-01-25,05:00,PM10,24.64,,32.47,78.99,24.47,97.52,33.26,108.74,75.93,20.4
2015-01-25,05:00,CO,0.835,0.61,1.769,1.648,1.703,1.703,0.031,1.421,1.772,0.797
2015-01-25,05:00,NO2,0.0155,0.02162,0.02397,0.01998,0.02587,0.0237,0.0188,0.01457,0.02392,0.02248
2015-01-25,05:00,SO2,0.00103,0.00093,0.00227,0.005,0.00265,0.00497,0.00175,0.0012,0.003,0.001
2015-01-25,06:00,O3,0.00188,0.00245,0.00097,0.00432,0.0014,0.00148,0.00448,0.00225,0.0039,0.00017
2015-01-25,06:00,PM10,38.02,125.97,47.33,135.45,32.22,107.67,48.3,98.84,100.19,31.52
2015-01-25,06:00,CO,1.655,0.743,2.228,2.54,1.452,1.452,0.032,1.64,1.593,1.394
2015-01-25,06:00,NO2,0.01633,0.02187,0.02395,0.01925,0.02693,0.02542,0.01967,0.01663,0.02447,0.02652
2015-01-25,06:00,SO2,0.002,0.00123,0.00278,0.00503,0.00257,0.00482,0.00272,0.00145,0.00313,0.00232
2015-01-25,07:00,O3,0.00173,0.0002,0.001,0.00353,0.00157,0.0007,0.004,0.00227,0.00398,0.00065
2015-01-25,07:00,PM10,50.58,51.54,63.08,123.64,31.28,102.65,52.64,99.71,79.18,40.41
2015-01-25,07:00,CO,2.123,0.963,1.877,2.303,2.279,2.279,0.146,1.754,1.131,0.895
2015-01-25,07:00,NO2,0.01672,0.0208,0.0244,0.01788,0.02783,0.02403,0.02065,0.01323,0.02348,0.02367
2015-01-25,07:00,SO2,0.0026,0.00123,0.00293,0.00572,0.00342,0.0075,0.00267,0.00202,0.0033,0.002
2015-01-25,08:00,O3,0.00228,0.00135,0.0014,0.00388,0.00217,0.00167,0.00603,0.00263,0.00438,0.00178
2015-01-25,08:00,PM10,61.51,38.74,59.46,147.17,38.16,138.55,46.56,109.31,90.07,40.77
2015-01-25,08:00,CO,1.433,1.091,1.835,2.67,2.387,2.387,0.091,2.053,1.545,1.17
2015-01-25,08:00,NO2,0.0163,0.02285,0.0233,0.02352,0.02565,0.03142,0.01715,0.02112,0.0228,0.0246
2015-01-25,08:00,SO2,0.00202,0.00158,0.00258,0.006,0.00398,0.00805,0.00268,0.00207,0.00347,0.002
2015-01-25,09:00,O3,0.00855,0.00677,0.00695,0.00547,0.0072,0.00615,0.01223,0.00583,0.00917,0.00665
2015-01-25,09:00,PM10,58.88,39.33,51.65,149.62,65.15,184.99,38.97,141.27,86.0,48.18
2015-01-25,09:00,CO,1.04,1.023,0.913,2.341,1.229,1.229,0.03,2.026,0.908,1.494
2015-01-25,09:00,NO2,0.0149,0.02543,0.0182,0.03302,0.0205,0.02433,0.01223,0.0273,0.01625,0.02787
2015-01-25,09:00,SO2,0.00175,0.00225,0.00212,0.00598,0.0037,0.00543,0.00227,0.00282,0.00233,0.002
2015-01-25,10:00,O3,0.02278,0.01832,0.01742,0.01918,0.01422,0.01848,0.0223,0.01223,0.0167,0.02312
2015-01-25,10:00,PM10,54.65,45.32,38.12,58.26,58.9,82.68,41.55,151.27,66.96,40.92
2015-01-25,10:00,CO,0.628,0.959,0.557,0.866,0.834,0.834,0.03,1.35,0.82,0.846
2015-01-25,10:00,NO2,0.00808,0.03275,0.01222,0.01462,0.02087,0.01627,0.0076,0.02627,0.01392,0.01825
2015-01-25,10:00,SO2,0.00195,0.003,0.00258,0.00477,0.003,0.00405,0.00225,0.0024,0.00238,0.0019
2015-01-25,11:00,O3,0.02888,0.02718,0.02313,0.03142,0.0193,0.02593,0.02745,0.02062,0.02233,0.03255
2015-01-25,11:00,PM10,35.49,21.58,31.31,54.47,53.59,55.58,30.01,114.64,50.85,36.61
2015-01-25,11:00,CO,0.555,0.67,0.484,0.616,0.731,0.731,0.285,1.104,0.72,0.629
2015-01-25,11:00,NO2,0.0043,0.02273,0.01013,0.00883,0.01965,0.01473,0.00633,0.01783,0.01195,0.01223
2015-01-25,11:00,SO2,0.00158,0.00202,0.00303,0.004,0.00318,0.00352,0.00217,0.00125,0.00273,0.0015
2015-01-25,12:00,O3,0.0319,0.0347,0.02725,0.0377,0.0228,0.03152,0.03223,0.02312,0.02738,0.03875
2015-01-25,12:00,PM10,25.6,27.05,16.07,47.47,35.56,47.09,26.0,97.61,54.55,29.84
2015-01-25,12:00,CO,0.696,0.653,0.432,0.614,0.716,0.716,0.616,1.25,0.713,0.602
2015-01-25,12:00,NO2,0.00743,0.02075,0.00927,0.007,0.01963,0.0155,0.00715,0.01995,0.01162,0.01218
2015-01-25,12:00,SO2,0.00118,0.00178,0.00305,0.004,0.0032,0.00337,0.00195,0.00142,0.00293,0.00128
2015-01-25,13:00,O3,0.04112,0.0405,0.03102,0.04508,0.02675,0.03353,0.03793,0.02627,0.02985,0.04527
2015-01-25,13:00,PM10,29.76,,22.64,49.06,44.37,49.0,16.53,98.18,62.02,35.51
2015-01-25,13:00,CO,0.671,0.578,0.514,0.568,0.66,0.66,0.618,1.385,0.714,0.636
2015-01-25,13:00,NO2,0.00928,0.01672,0.0118,0.00708,0.02153,0.01593,0.00825,0.02108,0.01262,0.01407
2015-01-25,13:00,SO2,0.0013,0.00118,0.00323,0.004,0.00307,0.004,0.00213,0.00113,0.00302,0.00143
2015-01-25,14:00,O3,0.04712,0.04188,0.03465,0.04553,0.03022,0.03368,0.04278,0.02578,0.03055,0.04933
2015-01-25,14:00,PM10,40.58,139.95,30.43,45.81,39.93,48.86,26.45,84.44,58.68,31.55
2015-01-25,14:00,CO,0.751,0.511,0.565,0.617,0.606,0.606,0.656,1.145,0.723,0.636
2015-01-25,14:00,NO2,0.01182,0.0137,0.01527,0.00858,0.02082,0.01342,0.01305,0.0181,0.01622,0.01533
2015-01-25,14:00,SO2,0.00188,0.00092,0.00363,0.00398,0.00275,0.00337,0.00248,0.00102,0.00302,0.00133
2015-01-25,15:00,O3,0.04702,0.02782,0.03043,0.03498,0.03105,0.02663,0.043,0.01672,0.02492,0.04087
2015-01-25,15:00,PM10,36.46,46.38,36.53,66.28,44.75,45.39,30.19,69.31,56.91,35.43
2015-01-25,15:00,CO,0.826,0.348,0.656,0.581,0.548,0.548,0.765,1.409,0.695,0.57
2015-01-25,15:00,NO2,0.01495,0.00775,0.02087,0.00707,0.02163,0.00897,0.01553,0.0186,0.01248,0.01337
2015-01-25,15:00,SO2,0.00198,0.00058,0.0032,0.004,0.003,0.00212,0.00247,0.00108,0.00285,0.001
2015-01-25,16:00,O3,0.02615,0.01835,0.01292,0.02193,0.0142,0.01662,0.02738,0.00905,0.0151,0.0178
2015-01-25,16:00,PM10,41.24,16.27,31.1,80.4,41.87,33.24,35.42,74.42,49.24,22.98
2015-01-25,16:00,CO,0.775,0.33,0.541,0.699,0.622,0.622,0.92,1.27,0.704,0.443
2015-01-25,16:00,NO2,0.01585,0.007,0.01477,0.00813,0.02023,0.0103,0.01862,0.01402,0.01258,0.00855
2015-01-25,16:00,SO2,0.00128,0.0002,0.003,0.004,0.00287,0.00202,0.00232,0.00102,0.00248,0.001
2015-01-25,17:00,O3,0.0111,,0.00733,0.01332,0.00588,0.00803,0.01435,0.00563,0.00843,0.0125
2015-01-25,17:00,PM10,34.08,,27.52,69.18,43.22,38.61,29.67,105.55,49.19,16.67
2015-01-25,17:00,CO,0.62,,0.639,0.785,0.806,0.806,0.644,1.65,0.968,0.509
2015-01-25,17:00,NO2,0.00922,,0.01528,0.01243,0.0229,0.01523,0.01135,0.01647,0.01768,0.0122
2015-01-25,17:00,SO2,0.001,,0.00298,0.004,0.00292,0.00225,0.00175,0.0016,0.00235,0.00112
2015-01-25,18:00,O3,0.00455,0.00578,0.00353,0.00573,0.00192,0.00253,0.01172,0.00387,0.00553,0.01232
2015-01-25,18:00,PM10,23.63,48.31,26.78,57.55,26.47,50.2,23.69,74.6,45.39,15.97
2015-01-25,18:00,CO,0.783,1.254,0.698,1.423,1.095,1.095,0.678,1.1,1.08,0.523
2015-01-25,18:00,NO2,0.01445,0.01635,0.02012,0.02083,0.02563,0.02192,0.01148,0.01573,0.0209,0.01118
2015-01-25,18:00,SO2,0.001,0.00015,0.0021,0.004,0.0031,0.00255,0.00185,0.00102,0.00202,0.001
2015-01-25,19:00,O3,0.00227,0.00163,0.00118,0.00412,0.00159,0.00113,0.00592,0.00252,0.00408,0.00252
2015-01-25,19:00,PM10,36.02,28.1,33.7,95.5,,35.46,17.33,58.66,56.54,15.12
2015-01-25,19:00,CO,1.36,1.633,0.965,2.041,1.633,1.633,0.79,2.427,1.455,0.83
2015-01-25,19:00,NO2,0.01665,0.01932,0.02273,0.02282,0.02597,0.02252,0.01912,0.01852,0.02308,0.0225
2015-01-25,19:00,SO2,0.00183,0.00047,0.002,0.00452,,0.00462,0.00168,0.00233,0.00253,0.00115
2015-01-25,20:00,O3,0.00168,0.00058,0.00093,0.003,0.00117,0.0021,0.004,0.00183,0.00393,0.00088
2015-01-25,20:00,PM10,39.57,,28.91,35.09,32.58,64.01,19.77,101.68,74.89,25.94
2015-01-25,20:00,CO,1.457,1.693,1.42,1.196,1.267,1.267,1.64,2.292,2.019,1.205
2015-01-25,20:00,NO2,0.01555,0.01757,0.02382,0.02013,0.02497,0.02082,0.02265,0.01643,0.02347,0.02337
2015-01-25,20:00,SO2,0.002,0.0007,0.00273,0.00428,0.00307,0.00417,0.00253,0.00315,0.0031,0.00183
2015-01-25,21:00,O3,0.00152,0.00097,0.00073,0.003,0.00123,0.0013,0.00453,0.00172,0.00375,0.00078
2015-01-25,21:00,PM10,36.59,32.55,31.34,37.09,41.92,44.24,36.94,100.27,96.15,31.77
2015-01-25,21:00,CO,1.231,1.59,1.512,0.965,1.497,1.497,1.857,2.278,2.075,1.062
2015-01-25,21:00,NO2,0.01488,0.01738,0.02135,0.02032,0.02515,0.02148,0.02078,0.01675,0.02263,0.02235
2015-01-25,21:00,SO2,0.00195,0.00017,0.003,0.00417,0.00395,0.00443,0.00247,0.00417,0.00367,0.00182
2015-01-25,22:00,O3,0.00185,0.00063,0.00218,0.00313,0.00122,0.001,0.00632,0.0016,0.00393,0.00072
2015-01-25,22:00,PM10,33.06,30.89,34.13,61.81,58.33,49.93,29.15,103.28,85.21,29.51
2015-01-25,22:00,CO,1.013,1.613,0.835,1.768,1.636,1.636,1.031,1.689,1.295,0.773
2015-01-25,22:00,NO2,0.01448,0.01875,0.01877,0.01988,0.02403,0.02243,0.01562,0.01672,0.02163,0.0213
2015-01-25,22:00,SO2,0.00105,0.00057,0.002,0.00488,0.00375,0.00592,0.00213,0.0024,0.0026,0.00132
2015-01-25,23:00,O3,0.00855,0.00072,0.00763,0.00332,0.00238,0.00148,0.01295,0.00172,0.00715,0.00122
2015-01-25,23:00,PM10,40.22,36.99,23.45,36.7,50.68,67.69,21.17,80.65,54.86,22.65
2015-01-25,23:00,CO,0.508,1.403,0.405,0.966,1.105,1.105,0.612,1.95,0.752,0.73
2015-01-25,23:00,NO2,0.00757,0.01962,0.01135,0.02062,0.02207,0.02205,0.00718,0.0155,0.01585,0.02112
2015-01-25,23:00,SO2,0.001,2e-05,0.002,0.00403,0.00278,0.00392,0.00137,0.00193,0.002,0.00115
2015-01-26,00:00,O3,0.00565,0.00152,0.00863,0.0043,0.00317,0.00197,0.01438,0.00163,0.009,0.00448
2015-01-26,00:00,PM10,27.38,35.28,20.32,21.55,29.78,40.15,10.47,75.51,41.85,22.08
2015-01-26,00:00,CO,0.563,0.539,0.653,0.854,0.774,0.774,1.332,1.001,0.672,0.685
2015-01-26,00:00,NO2,0.01037,0.01922,0.01067,0.01977,0.02063,0.02247,0.00593,0.01577,0.0129,0.01767
2015-01-26,00:00,SO2,0.001,0.00067,0.00155,0.004,0.0035,0.0014,0.00117,0.001,0.00198,0.001
2015-01-26,01:00,O3,0.00193,0.0041,0.00538,0.00363,0.00277,0.00102,0.01353,0.00262,0.00708,0.00448
2015-01-26,01:00,PM10,22.13,29.9,19.17,67.45,16.69,23.33,13.11,61.38,41.44,20.84
2015-01-26,01:00,CO,0.628,0.399,0.736,1.741,0.783,0.783,1.255,1.692,0.665,0.605
2015-01-26,01:00,NO2,0.01202,0.01595,0.01467,0.01742,0.02127,0.02248,0.00578,0.01095,0.01462,0.01695
