FECHA,PARAM,AGU,VAL,ATM,CEN,PIN,MIR,OBL,LDO,SFE,TLA
2019-01-01,O3,0.022416666666666665,0.019500000000000003,0.012375000000000002,,0.01783333333333333,0.022416666666666665,0.014333333333333332,0.017375,0.012958333333333336,0.018458333333333337
2019-01-01,PM10,,47.44166666666667,74.70833333333336,,260.5666666666667,,51.65833333333333,110.875,164.0386086956522,178.70125000000004
2019-01-01,CO,1.1637083333333333,0.8746250000000001,2.0774999999999997,,3.3906666666666676,1.1637083333333333,1.4164166666666669,1.8648750000000003,,3.013583333333333
2019-01-01,NO2,0.007375000000000003,0.03058333333333334,0.021541666666666678,,0.11095833333333331,0.007375000000000003,0.024583333333333342,0.04079166666666667,0.010125000000000004,0.028291666666666673
2019-01-01,SO2,0.0021000000000000003,0.001525,0.0030208333333333324,,0.006687500000000002,0.0016000000000000007,0.0029999999999999996,0.0018958333333333334,0.0028,0.005724999999999998
2019-01-02,O3,0.02254166666666667,0.018333333333333337,0.015333333333333332,,0.014333333333333337,0.02254166666666667,0.014541666666666668,0.015083333333333337,0.010416666666666666,0.017833333333333336
2019-01-02,PM10,,38.145833333333336,31.958333333333332,,100.7,,31.658333333333335,50.49583333333334,92.60683333333334,57.77041666666668
2019-01-02,CO,0.8382499999999999,0.7169166666666666,1.1553750000000003,,1.4537916666666666,0.8382499999999999,1.011625,1.0800000000000003,,1.080041666666667
2019-01-02,NO2,0.007416666666666669,0.03062500000000001,0.021333333333333343,,0.07833333333333332,0.007416666666666669,0.027541666666666676,0.02836363636363637,0.009666666666666669,0.020416666666666677
2019-01-02,SO2,0.002504166666666667,0.0016458333333333331,0.002016666666666666,,0.005158333333333333,0.0020041666666666667,0.0017291666666666668,0.0022333333333333333,0.0038041666666666675,0.0048625000000000005
2019-01-03,O3,0.021875000000000002,0.02054166666666667,0.016083333333333335,,0.017083333333333332,0.021875000000000002,0.021166666666666667,0.02008333333333333,0.012291666666666668,0.020333333333333335
2019-01-03,PM10,,36.16250000000001,37.04166666666667,,82.03749999999998,,29.762500000000003,55.73750000000001,72.850625,53.032083333333325
2019-01-03,CO,0.8839999999999999,0.48770833333333335,1.140875,,1.0472083333333335,0.8839999999999999,0.8182083333333331,1.2067916666666667,,0.7595833333333334
2019-01-03,NO2,0.008791666666666668,0.03304166666666668,0.023375000000000003,,0.05820833333333333,0.008791666666666668,0.028458333333333346,0.02337500000000001,0.010833333333333339,0.021791666666666678
2019-01-03,SO2,0.0030208333333333337,0.0018291666666666667,0.002837500000000001,,0.004570833333333332,0.0025208333333333337,0.002120833333333334,0.002708333333333333,0.004875000000000001,0.005170833333333334
2019-01-04,O3,0.034874999999999996,0.03179166666666667,0.02291666666666667,,0.023625000000000004,0.034874999999999996,0.025125000000000005,0.021875000000000002,0.0155,0.024125000000000004
2019-01-04,PM10,,37.99999999999999,44.833333333333336,,112.60416666666664,,33.94583333333334,72.5125,97.94741666666664,64.96625000000002
2019-01-04,CO,1.0818333333333334,0.391,1.2477083333333334,,1.2570000000000001,1.0818333333333334,0.9432083333333333,1.4629583333333331,,1.241875
2019-01-04,NO2,0.010250000000000004,0.03337500000000001,0.026083333333333337,,0.07316666666666666,0.010250000000000004,0.03241666666666667,0.03183333333333334,0.014041666666666673,0.027500000000000007
2019-01-04,SO2,0.002874999999999999,0.0016291666666666661,0.0027625000000000006,,0.006383333333333335,0.002375,0.002954166666666667,0.002008333333333333,0.0026125,0.005545833333333333
2019-01-05,O3,0.04104166666666667,0.034375,0.028125000000000008,,0.026791666666666672,0.04104166666666667,0.03000000000000001,0.02416666666666667,0.016291666666666673,0.027375000000000007
2019-01-05,PM10,,56.175000000000004,47.45833333333332,,116.67083333333335,,43.1875,70.49583333333334,107.82608333333333,83.29541666666668
2019-01-05,CO,1.0307499999999998,0.6276666666666667,1.3316666666666666,,1.2858333333333334,1.0307499999999998,0.8330833333333333,1.454,,1.4826250000000003
2019-01-05,NO2,0.009625000000000002,0.03779166666666668,0.024041666666666673,,0.06587499999999998,0.009625000000000002,0.03058333333333334,0.032608695652173926,0.013500000000000003,0.027604166666666676
2019-01-05,SO2,0.003066666666666667,0.0016708333333333332,0.003325,,0.0066083333333333315,0.0025666666666666667,0.0033291666666666673,0.0023125,0.0018375000000000006,0.005729166666666668
2019-01-06,O3,0.023458333333333335,0.021166666666666677,0.01608333333333334,,0.017,0.023458333333333335,0.020625000000000004,0.016875,0.013083333333333336,0.0175
2019-01-06,PM10,,17.6625,24.483333333333338,,55.154166666666676,,19.270833333333332,38.87916666666666,55.28908333333333,37.94083333333332
2019-01-06,CO,0.7103750000000001,0.21041666666666656,0.8045416666666666,,0.8894347826086956,0.7103750000000001,0.45945833333333336,1.2549166666666665,,1.0878749999999997
2019-01-06,NO2,0.0051666666666666675,0.014375000000000004,0.013625000000000005,,0.03829166666666668,0.0051666666666666675,0.016250000000000004,0.02883333333333334,0.008750000000000003,0.017000000000000005
2019-01-06,SO2,0.0017000000000000003,0.0017739130434782607,0.0018083333333333335,,0.005220000000000001,0.0012000000000000003,0.0021249999999999997,0.0023083333333333332,0.0039250000000000005,0.005029166666666668
2019-01-07,O3,0.03008333333333334,0.027541666666666673,0.01975,,0.01958333333333333,0.03008333333333334,0.021791666666666668,0.01929166666666667,0.013833333333333336,0.02008333333333333
2019-01-07,PM10,,32.920833333333334,39.225,,122.87916666666668,,30.524999999999995,57.09999999999999,112.92587499999998,60.55391304347824
